delta,acc_ratio,P_MPa,P_unc_MPa,E_Jmol,E_unc_Jmol,Lbox
0.1,85.782,74.26771342925734,19.77630852566543,-5570.041404913212,179.31151987097144,29.96387732565768
0.25555555555555554,69.3908,11.788768959891026,1.253322316450518,-5971.370225689666,7.0871164935545465,29.96387732565768
0.4111111111111111,53.9756,9.797951592709445,0.8636640378170056,-5981.824553714861,5.110180136797281,29.96387732565768
0.5666666666666667,41.7718,7.400825837193492,0.7271527012773441,-5989.735722091091,4.636903540577592,29.96387732565768
0.7222222222222222,32.3564,8.422993949177075,0.7094370436611995,-5989.645051164106,4.882430046273193,29.96387732565768
0.8777777777777778,25.064999999999998,9.225928548190904,0.6374179344109592,-5982.83270236242,4.4183189634056825,29.96387732565768
1.0333333333333334,19.692999999999998,9.636841692879583,0.6754579663861362,-5985.747124812773,4.343498332904958,29.96387732565768
1.188888888888889,15.626599999999998,8.88146144159113,0.8092005126363931,-5982.296940544408,5.365087880484017,29.96387732565768
1.3444444444444446,12.6386,10.047702986357528,0.6595169020378093,-5976.091977322876,4.704214439527906,29.96387732565768
1.5,10.1692,7.831176894052021,0.7074389764156898,-5990.930727624982,5.088951155914601,29.96387732565768
