Step    T(K)      KE(kJ)        PE(kJ)       TotE(kJ)
  1890    116.157  5.25870e+02 -2.08251e+03 -1.55664e+03
  1900    116.241  5.26249e+02 -2.08277e+03 -1.55652e+03
  1910    116.217  5.26141e+02 -2.08274e+03 -1.55660e+03
  1920    116.190  5.26019e+02 -2.08268e+03 -1.55666e+03
  1930    116.336  5.26681e+02 -2.08350e+03 -1.55682e+03
  1940    116.736  5.28490e+02 -2.08537e+03 -1.55688e+03
  1950    117.301  5.31050e+02 -2.08787e+03 -1.55682e+03
  1960    117.836  5.33469e+02 -2.09051e+03 -1.55704e+03
  1970    118.157  5.34922e+02 -2.09176e+03 -1.55684e+03
  1980    118.200  5.35116e+02 -2.09198e+03 -1.55686e+03
  1990    118.041  5.34396e+02 -2.09138e+03 -1.55698e+03
  2000    117.834  5.33459e+02 -2.09032e+03 -1.55686e+03
  2010    117.704  5.32873e+02 -2.08995e+03 -1.55708e+03
  2020    117.691  5.32814e+02 -2.09013e+03 -1.55732e+03
  2030    117.776  5.33197e+02 -2.09084e+03 -1.55764e+03
  2040    117.903  5.33775e+02 -2.09158e+03 -1.55780e+03
  2050    117.950  5.33988e+02 -2.09193e+03 -1.55794e+03
  2060    117.765  5.33149e+02 -2.09103e+03 -1.55788e+03
  2070    117.389  5.31447e+02 -2.08913e+03 -1.55768e+03
  2080    117.144  5.30337e+02 -2.08800e+03 -1.55766e+03
  2090    117.298  5.31032e+02 -2.08855e+03 -1.55752e+03
  2100    117.803  5.33323e+02 -2.09096e+03 -1.55764e+03
  2110    118.450  5.36249e+02 -2.09383e+03 -1.55758e+03
  2120    119.045  5.38942e+02 -2.09630e+03 -1.55736e+03
  2130    119.464  5.40842e+02 -2.09830e+03 -1.55746e+03
  2140    119.673  5.41785e+02 -2.09929e+03 -1.55750e+03
  2150    119.734  5.42061e+02 -2.09934e+03 -1.55728e+03
  2160    119.755  5.42158e+02 -2.09936e+03 -1.55720e+03
  2170    119.782  5.42281e+02 -2.09936e+03 -1.55708e+03
  2180    119.738  5.42081e+02 -2.09906e+03 -1.55698e+03
  2190    119.456  5.40803e+02 -2.09754e+03 -1.55674e+03
  2200    118.791  5.37795e+02 -2.09468e+03 -1.55688e+03
  2210    117.736  5.33016e+02 -2.08990e+03 -1.55688e+03
  2220    116.453  5.27209e+02 -2.08431e+03 -1.55710e+03
  2230    115.225  5.21649e+02 -2.07875e+03 -1.55710e+03
  2240    114.335  5.17619e+02 -2.07494e+03 -1.55732e+03
  2250    113.961  5.15925e+02 -2.07341e+03 -1.55748e+03
  2260    114.102  5.16565e+02 -2.07403e+03 -1.55746e+03
  2270    114.562  5.18649e+02 -2.07589e+03 -1.55724e+03
  2280    115.039  5.20809e+02 -2.07811e+03 -1.55730e+03
  2290    115.270  5.21853e+02 -2.07895e+03 -1.55710e+03
  2300    115.112  5.21136e+02 -2.07822e+03 -1.55708e+03
  2310    114.567  5.18670e+02 -2.07563e+03 -1.55696e+03
  2320    113.786  5.15135e+02 -2.07230e+03 -1.55716e+03
  2330    113.044  5.11774e+02 -2.06893e+03 -1.55716e+03
  2340    112.665  5.10059e+02 -2.06708e+03 -1.55702e+03
  2350    112.878  5.11023e+02 -2.06794e+03 -1.55692e+03
  2360    113.643  5.14489e+02 -2.07183e+03 -1.55734e+03
  2370    114.653  5.19061e+02 -2.07606e+03 -1.55700e+03
  2380    115.519  5.22978e+02 -2.07988e+03 -1.55690e+03
  2390    115.983  5.25079e+02 -2.08168e+03 -1.55660e+03
  2400    116.013  5.25217e+02 -2.08192e+03 -1.55670e+03
  2410    115.748  5.24016e+02 -2.08084e+03 -1.55682e+03
  2420    115.324  5.22097e+02 -2.07862e+03 -1.55652e+03
  2430    114.785  5.19657e+02 -2.07596e+03 -1.55630e+03
  2440    114.138  5.16727e+02 -2.07317e+03 -1.55644e+03
  2450    113.447  5.13601e+02 -2.06994e+03 -1.55634e+03
  2460    112.856  5.10924e+02 -2.06692e+03 -1.55600e+03
  2470    112.523  5.09415e+02 -2.06543e+03 -1.55602e+03
  2480    112.565  5.09607e+02 -2.06562e+03 -1.55602e+03
  2490    113.040  5.11758e+02 -2.06795e+03 -1.55620e+03
  2500    113.898  5.15643e+02 -2.07204e+03 -1.55640e+03
  2510    114.874  5.20059e+02 -2.07656e+03 -1.55650e+03
  2520    115.546  5.23102e+02 -2.07962e+03 -1.55652e+03
  2530    115.620  5.23440e+02 -2.08000e+03 -1.55656e+03
  2540    115.117  5.21162e+02 -2.07778e+03 -1.55662e+03
  2550    114.283  5.17383e+02 -2.07368e+03 -1.55630e+03
  2560    113.361  5.13210e+02 -2.06949e+03 -1.55628e+03
  2570    112.466  5.09159e+02 -2.06524e+03 -1.55608e+03
  2580    111.642  5.05428e+02 -2.06159e+03 -1.55616e+03
  2590    110.955  5.02318e+02 -2.05858e+03 -1.55626e+03
  2600    110.539  5.00433e+02 -2.05659e+03 -1.55616e+03
  2610    110.543  5.00453e+02 -2.05659e+03 -1.55614e+03
  2620    111.068  5.02829e+02 -2.05915e+03 -1.55632e+03
  2630    112.147  5.07715e+02 -2.06401e+03 -1.55630e+03
  2640    113.705  5.14769e+02 -2.07133e+03 -1.55656e+03
  2650    115.478  5.22794e+02 -2.07937e+03 -1.55658e+03
  2660    117.065  5.29979e+02 -2.08660e+03 -1.55662e+03
  2670    118.111  5.34717e+02 -2.09120e+03 -1.55648e+03
  2680    118.432  5.36169e+02 -2.09233e+03 -1.55616e+03
  2690    118.071  5.34532e+02 -2.09067e+03 -1.55614e+03
  2700    117.309  5.31082e+02 -2.08712e+03 -1.55604e+03
  2710    116.544  5.27621e+02 -2.08382e+03 -1.55620e+03
  2720    116.008  5.25194e+02 -2.08121e+03 -1.55602e+03
  2730    115.643  5.23542e+02 -2.07952e+03 -1.55598e+03
  2740    115.297  5.21978e+02 -2.07809e+03 -1.55612e+03
  2750    114.909  5.20218e+02 -2.07613e+03 -1.55592e+03
  2760    114.486  5.18304e+02 -2.07448e+03 -1.55618e+03
  2770    114.020  5.16192e+02 -2.07235e+03 -1.55616e+03
  2780    113.473  5.13719e+02 -2.07024e+03 -1.55652e+03
  2790    112.857  5.10929e+02 -2.06755e+03 -1.55662e+03
  2800    112.292  5.08372e+02 -2.06513e+03 -1.55676e+03
  2810    111.970  5.06912e+02 -2.06383e+03 -1.55692e+03
  2820    111.962  5.06878e+02 -2.06354e+03 -1.55666e+03
  2830    112.132  5.07648e+02 -2.06435e+03 -1.55670e+03
  2840    112.305  5.08429e+02 -2.06513e+03 -1.55670e+03
  2850    112.453  5.09099e+02 -2.06566e+03 -1.55656e+03
  2860    112.663  5.10051e+02 -2.06643e+03 -1.55638e+03
  2870    113.000  5.11576e+02 -2.06817e+03 -1.55660e+03
  2880    113.473  5.13718e+02 -2.07020e+03 -1.55648e+03
  2890    114.080  5.16465e+02 -2.07304e+03 -1.55658e+03
  2900    114.784  5.19651e+02 -2.07603e+03 -1.55638e+03
  2910    115.433  5.22589e+02 -2.07885e+03 -1.55626e+03
  2920    115.803  5.24267e+02 -2.08069e+03 -1.55642e+03
  2930    115.781  5.24167e+02 -2.08034e+03 -1.55618e+03
  2940    115.463  5.22728e+02 -2.07887e+03 -1.55614e+03
  2950    115.011  5.20682e+02 -2.07670e+03 -1.55602e+03
  2960    114.487  5.18307e+02 -2.07440e+03 -1.55610e+03
  2970    113.897  5.15637e+02 -2.07177e+03 -1.55614e+03
  2980    113.262  5.12763e+02 -2.06888e+03 -1.55612e+03
  2990    112.569  5.09624e+02 -2.06580e+03 -1.55618e+03
