Step    T(K)    KE(kJ)    PE(kJ)    TotE(kJ)    P(MPa)
     0      0.102  4.61347e-01 -1.63103e+03 -1.63057e+03  1.97224e+02
    10      0.430  1.94676e+00 -1.63251e+03 -1.63056e+03  1.96935e+02
    20      1.304  5.90236e+00 -1.63640e+03 -1.63050e+03  1.96166e+02
    30      2.682  1.21438e+01 -1.64240e+03 -1.63026e+03  1.94957e+02
    40      4.513  2.04314e+01 -1.65011e+03 -1.62968e+03  1.93369e+02
    50      6.745  3.05362e+01 -1.65906e+03 -1.62852e+03  1.91468e+02
    60      9.344  4.23017e+01 -1.66883e+03 -1.62653e+03  1.89320e+02
    70     12.300  5.56867e+01 -1.67897e+03 -1.62328e+03  1.86991e+02
    80     15.635  7.07849e+01 -1.68921e+03 -1.61843e+03  1.84534e+02
    90     19.401  8.78324e+01 -1.69898e+03 -1.61114e+03  1.82015e+02
   100     23.670  1.07160e+02 -1.70896e+03 -1.60180e+03  1.79418e+02
   110     28.549  1.29246e+02 -1.71313e+03 -1.58388e+03  1.77145e+02
   120     34.158  1.54641e+02 -1.72135e+03 -1.56671e+03  1.74617e+02
   130     40.608  1.83840e+02 -1.73166e+03 -1.54782e+03  1.71982e+02
   140     48.031  2.17446e+02 -1.74102e+03 -1.52357e+03  1.69461e+02
   150     56.572  2.56112e+02 -1.74855e+03 -1.49244e+03  1.67144e+02
   160     66.376  3.00497e+02 -1.75630e+03 -1.45580e+03  1.64950e+02
   170     77.572  3.51185e+02 -1.76297e+03 -1.41179e+03  1.62998e+02
   180     90.282  4.08728e+02 -1.76666e+03 -1.35793e+03  1.61452e+02
   190    104.586  4.73483e+02 -1.76989e+03 -1.29640e+03  1.60202e+02
   200    120.497  5.45518e+02 -1.77143e+03 -1.22592e+03  1.59355e+02
   210    137.949  6.24525e+02 -1.77036e+03 -1.14584e+03  1.58992e+02
   220    156.752  7.09650e+02 -1.76774e+03 -1.05809e+03  1.59050e+02
   230    176.565  7.99351e+02 -1.76284e+03 -9.63494e+02  1.59550e+02
   240    196.861  8.91232e+02 -1.75548e+03 -8.64249e+02  1.60445e+02
   250    216.897  9.81942e+02 -1.74621e+03 -7.64267e+02  1.61609e+02
   260    235.723  1.06717e+03 -1.73341e+03 -6.66239e+02  1.63019e+02
   270    252.213  1.14182e+03 -1.71814e+03 -5.76312e+02  1.64467e+02
   280    265.153  1.20041e+03 -1.70004e+03 -4.99632e+02  1.65820e+02
   290    273.434  1.23790e+03 -1.67860e+03 -4.40699e+02  1.66956e+02
   300    276.443  1.25152e+03 -1.65362e+03 -4.02100e+02  1.67729e+02
   310    274.407  1.24230e+03 -1.62649e+03 -3.84193e+02  1.67889e+02
   320    268.178  1.21410e+03 -1.60284e+03 -3.88733e+02  1.66954e+02
   330    258.597  1.17073e+03 -1.58510e+03 -4.14372e+02  1.64750e+02
   340    246.385  1.11544e+03 -1.57294e+03 -4.57500e+02  1.61380e+02
   350    232.412  1.05218e+03 -1.56691e+03 -5.14732e+02  1.56940e+02
   360    217.462  9.84498e+02 -1.56702e+03 -5.82527e+02  1.51602e+02
