Step    T(K)    KE(kJ)    PE(kJ)    TotE(kJ)    P(MPa)
   530     88.503  4.00671e+02 -1.72018e+03 -1.31951e+03  6.53295e+01
   540     83.888  3.79780e+02 -1.75201e+03 -1.37223e+03  5.93669e+01
   550     79.612  3.60421e+02 -1.78065e+03 -1.42023e+03  5.39313e+01
   560     75.593  3.42229e+02 -1.80594e+03 -1.46371e+03  4.90548e+01
   570     71.881  3.25422e+02 -1.82866e+03 -1.50323e+03  4.46758e+01
   580     68.525  3.10229e+02 -1.84892e+03 -1.53869e+03  4.07600e+01
   590     65.558  2.96798e+02 -1.86720e+03 -1.57040e+03  3.72441e+01
   600     63.000  2.85215e+02 -1.88401e+03 -1.59880e+03  3.40595e+01
   610     60.871  2.75579e+02 -1.89966e+03 -1.62408e+03  3.11477e+01
   620     59.204  2.68030e+02 -1.91503e+03 -1.64700e+03  2.84131e+01
   630     58.036  2.62741e+02 -1.93022e+03 -1.66748e+03  2.58083e+01
   640     57.385  2.59795e+02 -1.94541e+03 -1.68562e+03  2.32906e+01
   650     57.217  2.59034e+02 -1.96087e+03 -1.70184e+03  2.08242e+01
   660     57.465  2.60155e+02 -1.97613e+03 -1.71597e+03  1.84328e+01
   670     58.073  2.62908e+02 -1.99108e+03 -1.72817e+03  1.61232e+01
   680     59.014  2.67171e+02 -2.00628e+03 -1.73911e+03  1.38626e+01
   690     60.269  2.72853e+02 -2.02106e+03 -1.74821e+03  1.16985e+01
   700     61.793  2.79750e+02 -2.03514e+03 -1.75539e+03  9.66222e+00
   710     63.509  2.87519e+02 -2.04858e+03 -1.76106e+03  7.77066e+00
   720     65.338  2.95801e+02 -2.06036e+03 -1.76456e+03  6.11100e+00
   730     67.230  3.04364e+02 -2.07062e+03 -1.76626e+03  4.69306e+00
   740     69.180  3.13192e+02 -2.07905e+03 -1.76586e+03  3.54559e+00
   750     71.237  3.22504e+02 -2.08606e+03 -1.76355e+03  2.64229e+00
   760     73.485  3.32685e+02 -2.09137e+03 -1.75868e+03  1.99048e+00
   770     76.033  3.44220e+02 -2.09601e+03 -1.75179e+03  1.51575e+00
   780     78.986  3.57589e+02 -2.10016e+03 -1.74257e+03  1.19670e+00
   790     82.433  3.73194e+02 -2.10397e+03 -1.73078e+03  1.02229e+00
   800     86.423  3.91255e+02 -2.10717e+03 -1.71592e+03  1.02001e+00
   810     90.957  4.11782e+02 -2.11006e+03 -1.69828e+03  1.19299e+00
   820     96.019  4.34702e+02 -2.11214e+03 -1.67744e+03  1.59938e+00
   830    101.629  4.60097e+02 -2.11300e+03 -1.65291e+03  2.28989e+00
   840    107.869  4.88346e+02 -2.11297e+03 -1.62462e+03  3.26213e+00
   850    114.882  5.20096e+02 -2.11239e+03 -1.59229e+03  4.50580e+00
   860    122.820  5.56034e+02 -2.11157e+03 -1.55554e+03  6.02013e+00
   870    131.736  5.96398e+02 -2.11023e+03 -1.51383e+03  7.85967e+00
   880    141.508  6.40639e+02 -2.10788e+03 -1.46724e+03  1.01203e+01
   890    151.846  6.87441e+02 -2.10242e+03 -1.41498e+03  1.30184e+01
   900    162.317  7.34845e+02 -2.09168e+03 -1.35683e+03  1.67793e+01
   910    172.426  7.80609e+02 -2.07472e+03 -1.29411e+03  2.15326e+01
   920    181.847  8.23264e+02 -2.04986e+03 -1.22660e+03  2.73919e+01
   930    190.899  8.64243e+02 -2.01890e+03 -1.15466e+03  3.41356e+01
   940    200.810  9.09110e+02 -1.98804e+03 -1.07893e+03  4.11492e+01
   950    212.798  9.63383e+02 -1.96251e+03 -9.99126e+02  4.79157e+01
   960    226.676  1.02621e+03 -1.94087e+03 -9.14652e+02  5.45438e+01
   970    241.252  1.09220e+03 -1.91839e+03 -8.26187e+02  6.14660e+01
   980    255.667  1.15746e+03 -1.89210e+03 -7.34640e+02  6.89251e+01
   990    269.671  1.22086e+03 -1.86227e+03 -6.41413e+02  7.68464e+01
  1000    283.247  1.28232e+03 -1.82979e+03 -5.47466e+02  8.50544e+01
  1010    296.534  1.34248e+03 -1.79656e+03 -4.54086e+02  9.32720e+01
  1020    309.836  1.40270e+03 -1.76595e+03 -3.63255e+02  1.01112e+02
  1030    323.010  1.46234e+03 -1.73842e+03 -2.76082e+02  1.08437e+02
  1040    335.084  1.51700e+03 -1.71212e+03 -1.95118e+02  1.15370e+02
  1050    344.618  1.56016e+03 -1.68221e+03 -1.22042e+02  1.22277e+02
  1060    350.330  1.58602e+03 -1.64359e+03 -5.75675e+01  1.29489e+02
  1070    352.987  1.59805e+03 -1.60299e+03 -4.94174e+00  1.36302e+02
  1080    357.338  1.61775e+03 -1.58150e+03  3.62453e+01  1.40636e+02
  1090    365.844  1.65626e+03 -1.59149e+03  6.47650e+01  1.41340e+02
  1100    373.946  1.69294e+03 -1.61256e+03  8.03731e+01  1.40276e+02
  1110    377.259  1.70794e+03 -1.62668e+03  8.12579e+01  1.39192e+02
  1120    374.942  1.69745e+03 -1.62991e+03  6.75329e+01  1.38502e+02
  1130    367.672  1.66453e+03 -1.62508e+03  3.94560e+01  1.37967e+02
  1140    357.160  1.61694e+03 -1.61900e+03 -2.06152e+00  1.36965e+02
  1150    345.773  1.56539e+03 -1.62015e+03 -5.47603e+01  1.34715e+02
  1160    334.191  1.51296e+03 -1.62976e+03 -1.16801e+02  1.31152e+02
  1170    321.299  1.45459e+03 -1.64097e+03 -1.86375e+02  1.26987e+02
  1180    307.173  1.39064e+03 -1.65242e+03 -2.61775e+02  1.22463e+02
  1190    293.273  1.32772e+03 -1.66912e+03 -3.41403e+02  1.17225e+02
  1200    279.810  1.26676e+03 -1.69006e+03 -4.23293e+02  1.11428e+02
  1210    266.114  1.20476e+03 -1.71097e+03 -5.06215e+02  1.05545e+02
  1220    252.008  1.14090e+03 -1.72936e+03 -5.88459e+02  9.98691e+01
  1230    237.741  1.07631e+03 -1.74553e+03 -6.69226e+02  9.44302e+01
  1240    224.145  1.01476e+03 -1.76208e+03 -7.47322e+02  8.90083e+01
  1250    212.482  9.61953e+02 -1.78463e+03 -8.22672e+02  8.31160e+01
  1260    202.703  9.17683e+02 -1.81234e+03 -8.94652e+02  7.68359e+01
  1270    193.468  8.75871e+02 -1.83939e+03 -9.63523e+02  7.07613e+01
  1280    183.993  8.32978e+02 -1.86190e+03 -1.02892e+03  6.53190e+01
  1290    174.061  7.88012e+02 -1.87824e+03 -1.09023e+03  6.06993e+01
  1300    163.701  7.41112e+02 -1.88796e+03 -1.14685e+03  5.69525e+01
  1310    153.512  6.94983e+02 -1.89415e+03 -1.19917e+03  5.37968e+01
  1320    144.477  6.54080e+02 -1.90067e+03 -1.24659e+03  5.08120e+01
  1330    137.274  6.21470e+02 -1.91084e+03 -1.28937e+03  4.76365e+01
  1340    131.815  5.96756e+02 -1.92508e+03 -1.32832e+03  4.42016e+01
  1350    127.543  5.77415e+02 -1.94113e+03 -1.36371e+03  4.06968e+01
  1360    123.922  5.61021e+02 -1.95728e+03 -1.39626e+03  3.72996e+01
  1370    120.621  5.46077e+02 -1.97169e+03 -1.42562e+03  3.41765e+01
  1380    117.510  5.31996e+02 -1.98395e+03 -1.45196e+03  3.13770e+01
  1390    114.611  5.18868e+02 -1.99448e+03 -1.47561e+03  2.88687e+01
  1400    112.059  5.07316e+02 -2.00397e+03 -1.49665e+03  2.65775e+01
  1410    110.052  4.98229e+02 -2.01334e+03 -1.51511e+03  2.44035e+01
  1420    108.690  4.92062e+02 -2.02292e+03 -1.53086e+03  2.22985e+01
  1430    107.893  4.88454e+02 -2.03295e+03 -1.54450e+03  2.02530e+01
  1440    107.475  4.86565e+02 -2.04241e+03 -1.55585e+03  1.83560e+01
  1450    107.273  4.85648e+02 -2.05076e+03 -1.56512e+03  1.66704e+01
  1460    107.205  4.85340e+02 -2.05708e+03 -1.57174e+03  1.52704e+01
  1470    107.286  4.85710e+02 -2.06203e+03 -1.57632e+03  1.41136e+01
  1480    107.635  4.87290e+02 -2.06584e+03 -1.57855e+03  1.31659e+01
  1490    108.443  4.90946e+02 -2.06952e+03 -1.57857e+03  1.23306e+01
  1500    109.880  4.97452e+02 -2.07374e+03 -1.57629e+03  1.15346e+01
  1510    112.017  5.07127e+02 -2.07860e+03 -1.57148e+03  1.07598e+01
  1520    114.851  5.19957e+02 -2.08424e+03 -1.56428e+03  1.00048e+01
  1530    118.325  5.35684e+02 -2.09034e+03 -1.55465e+03  9.31002e+00
  1540    122.295  5.53658e+02 -2.09618e+03 -1.54252e+03  8.76307e+00
  1550    126.558  5.72955e+02 -2.10059e+03 -1.52763e+03  8.48677e+00
  1560    130.967  5.92916e+02 -2.10355e+03 -1.51063e+03  8.52472e+00
  1570    135.496  6.13421e+02 -2.10415e+03 -1.49073e+03  8.95191e+00
  1580    140.218  6.34797e+02 -2.10293e+03 -1.46813e+03  9.73324e+00
  1590    145.249  6.57576e+02 -2.10075e+03 -1.44318e+03  1.08049e+01
  1600    150.679  6.82157e+02 -2.09733e+03 -1.41517e+03  1.21776e+01
  1610    156.501  7.08515e+02 -2.09261e+03 -1.38410e+03  1.38593e+01
  1620    162.611  7.36176e+02 -2.08623e+03 -1.35006e+03  1.58925e+01
  1630    168.839  7.64374e+02 -2.07816e+03 -1.31378e+03  1.83072e+01
  1640    174.968  7.92119e+02 -2.06688e+03 -1.27476e+03  2.12233e+01
  1650    180.792  8.18488e+02 -2.05169e+03 -1.23320e+03  2.46975e+01
  1660    186.313  8.43479e+02 -2.03314e+03 -1.18966e+03  2.86624e+01
  1670    191.827  8.68443e+02 -2.01283e+03 -1.14438e+03  3.29301e+01
  1680    197.765  8.95327e+02 -1.99274e+03 -1.09741e+03  3.72626e+01
  1690    204.673  9.26600e+02 -1.97495e+03 -1.04835e+03  4.14070e+01
  1700    213.179  9.65110e+02 -1.96297e+03 -9.97862e+02  4.50348e+01
  1710    223.267  1.01078e+03 -1.95659e+03 -9.45810e+02  4.81660e+01
  1720    233.811  1.05852e+03 -1.95070e+03 -8.92181e+02  5.12819e+01
  1730    243.320  1.10157e+03 -1.93982e+03 -8.38257e+02  5.49151e+01
  1740    250.862  1.13571e+03 -1.92053e+03 -7.84818e+02  5.93546e+01
  1750    256.482  1.16115e+03 -1.89389e+03 -7.32744e+02  6.44291e+01
  1760    261.291  1.18292e+03 -1.86588e+03 -6.82961e+02  6.94994e+01
  1770    266.854  1.20811e+03 -1.84387e+03 -6.35763e+02  7.37903e+01
  1780    273.907  1.24004e+03 -1.83187e+03 -5.91834e+02  7.68865e+01
  1790    281.899  1.27622e+03 -1.82723e+03 -5.51008e+02  7.89952e+01
  1800    289.860  1.31226e+03 -1.82657e+03 -5.14311e+02  8.04573e+01
  1810    296.736  1.34339e+03 -1.82614e+03 -4.82744e+02  8.16588e+01
  1820    301.771  1.36619e+03 -1.82299e+03 -4.56800e+02  8.28877e+01
  1830    304.558  1.37880e+03 -1.81616e+03 -4.37356e+02  8.42481e+01
  1840    304.869  1.38021e+03 -1.80537e+03 -4.25157e+02  8.57587e+01
  1850    303.518  1.37409e+03 -1.79423e+03 -4.20142e+02  8.70583e+01
  1860    301.163  1.36343e+03 -1.78554e+03 -4.22106e+02  8.78695e+01
  1870    297.779  1.34811e+03 -1.77920e+03 -4.31087e+02  8.81886e+01
  1880    293.673  1.32952e+03 -1.77614e+03 -4.46620e+02  8.79127e+01
  1890    289.444  1.31038e+03 -1.77899e+03 -4.68607e+02  8.68121e+01
  1900    285.073  1.29059e+03 -1.78638e+03 -4.95786e+02  8.50033e+01
  1910    279.841  1.26690e+03 -1.79495e+03 -5.28046e+02  8.28479e+01
  1920    272.972  1.23581e+03 -1.79995e+03 -5.64140e+02  8.08184e+01
  1930    264.343  1.19674e+03 -1.80039e+03 -6.03650e+02  7.90633e+01
  1940    254.728  1.15321e+03 -1.79863e+03 -6.45424e+02  7.73823e+01
  1950    245.256  1.11033e+03 -1.79956e+03 -6.89230e+02  7.53465e+01
  1960    236.613  1.07120e+03 -1.80477e+03 -7.33574e+02  7.27770e+01
  1970    229.062  1.03702e+03 -1.81532e+03 -7.78305e+02  6.95950e+01
  1980    222.822  1.00877e+03 -1.83216e+03 -8.23393e+02  6.57587e+01
  1990    217.183  9.83237e+02 -1.85183e+03 -8.68594e+02  6.16462e+01
  2000    210.677  9.53781e+02 -1.86689e+03 -9.13111e+02  5.80020e+01
  2010    202.684  9.17596e+02 -1.87446e+03 -9.56860e+02  5.51763e+01
  2020    193.676  8.76815e+02 -1.87591e+03 -9.99090e+02  5.30726e+01
  2030    184.776  8.36521e+02 -1.87543e+03 -1.03891e+03  5.12854e+01
  2040    177.019  8.01407e+02 -1.87823e+03 -1.07683e+03  4.93250e+01
  2050    170.728  7.72925e+02 -1.88459e+03 -1.11167e+03  4.70896e+01
  2060    165.697  7.50149e+02 -1.89469e+03 -1.14454e+03  4.45682e+01
  2070    161.555  7.31397e+02 -1.90653e+03 -1.17513e+03  4.19283e+01
  2080    157.910  7.14894e+02 -1.91862e+03 -1.20372e+03  3.93273e+01
  2090    154.456  6.99256e+02 -1.92909e+03 -1.22984e+03  3.69440e+01
  2100    151.018  6.83692e+02 -1.93784e+03 -1.25415e+03  3.48306e+01
  2110    147.551  6.67998e+02 -1.94409e+03 -1.27609e+03  3.30533e+01
  2120    144.204  6.52843e+02 -1.94836e+03 -1.29551e+03  3.15608e+01
  2130    141.305  6.39720e+02 -1.95228e+03 -1.31256e+03  3.01985e+01
  2140    139.119  6.29822e+02 -1.95777e+03 -1.32795e+03  2.87998e+01
  2150    137.621  6.23040e+02 -1.96425e+03 -1.34121e+03  2.73936e+01
  2160    136.615  6.18488e+02 -1.97074e+03 -1.35226e+03  2.60633e+01
  2170    136.031  6.15844e+02 -1.97708e+03 -1.36123e+03  2.48259e+01
  2180    135.972  6.15575e+02 -1.98413e+03 -1.36855e+03  2.36104e+01
  2190    136.436  6.17678e+02 -1.99173e+03 -1.37405e+03  2.24259e+01
  2200    137.310  6.21635e+02 -1.99907e+03 -1.37744e+03  2.13412e+01
  2210    138.560  6.27293e+02 -2.00612e+03 -1.37883e+03  2.03742e+01
  2220    140.142  6.34454e+02 -2.01234e+03 -1.37788e+03  1.95791e+01
  2230    141.844  6.42159e+02 -2.01740e+03 -1.37524e+03  1.90246e+01
  2240    143.342  6.48940e+02 -2.01942e+03 -1.37048e+03  1.88863e+01
  2250    144.422  6.53830e+02 -2.01785e+03 -1.36402e+03  1.92309e+01
  2260    145.180  6.57264e+02 -2.01291e+03 -1.35564e+03  2.00219e+01
  2270    146.009  6.61014e+02 -2.00638e+03 -1.34536e+03  2.10700e+01
  2280    147.428  6.67438e+02 -2.00063e+03 -1.33319e+03  2.21320e+01
  2290    149.876  6.78521e+02 -1.99771e+03 -1.31919e+03  2.30040e+01
  2300    153.526  6.95048e+02 -1.99850e+03 -1.30345e+03  2.36098e+01
  2310    158.184  7.16134e+02 -2.00143e+03 -1.28530e+03  2.40894e+01
  2320    163.369  7.39609e+02 -2.00451e+03 -1.26491e+03  2.46587e+01
  2330    168.595  7.63268e+02 -2.00604e+03 -1.24278e+03  2.55120e+01
  2340    173.636  7.86089e+02 -2.00495e+03 -1.21886e+03  2.67560e+01
  2350    178.549  8.08330e+02 -2.00145e+03 -1.19312e+03  2.83610e+01
  2360    183.505  8.30766e+02 -1.99638e+03 -1.16561e+03  3.02332e+01
  2370    188.628  8.53961e+02 -1.99083e+03 -1.13687e+03  3.22635e+01
  2380    193.923  8.77931e+02 -1.98468e+03 -1.10675e+03  3.44312e+01
  2390    199.286  9.02214e+02 -1.97781e+03 -1.07559e+03  3.67343e+01
  2400    204.640  9.26451e+02 -1.96967e+03 -1.04322e+03  3.91964e+01
  2410    210.008  9.50753e+02 -1.96135e+03 -1.01060e+03  4.17313e+01
  2420    215.357  9.74969e+02 -1.95217e+03 -9.77202e+02  4.43704e+01
  2430    220.497  9.98238e+02 -1.94203e+03 -9.43791e+02  4.71275e+01
  2440    225.348  1.02020e+03 -1.93070e+03 -9.10500e+02  5.00028e+01
  2450    229.963  1.04109e+03 -1.91904e+03 -8.77943e+02  5.29070e+01
  2460    234.206  1.06030e+03 -1.90642e+03 -8.46116e+02  5.58632e+01
  2470    237.880  1.07693e+03 -1.89278e+03 -8.15846e+02  5.88581e+01
  2480    241.057  1.09132e+03 -1.87824e+03 -7.86918e+02  6.18260e+01
  2490    244.231  1.10569e+03 -1.86579e+03 -7.60102e+02  6.44674e+01
  2500    247.912  1.12235e+03 -1.85788e+03 -7.35529e+02  6.65274e+01
  2510    251.906  1.14043e+03 -1.85310e+03 -7.12667e+02  6.80976e+01
  2520    255.762  1.15789e+03 -1.85082e+03 -6.92923e+02  6.92718e+01
  2530    259.131  1.17314e+03 -1.84940e+03 -6.76254e+02  7.02020e+01
  2540    261.406  1.18344e+03 -1.84591e+03 -6.62464e+02  7.11522e+01
  2550    262.074  1.18647e+03 -1.83890e+03 -6.52433e+02  7.22686e+01
  2560    261.636  1.18449e+03 -1.83077e+03 -6.46282e+02  7.33136e+01
  2570    261.512  1.18393e+03 -1.82737e+03 -6.43442e+02  7.37234e+01
  2580    262.181  1.18695e+03 -1.83124e+03 -6.44285e+02  7.32870e+01
  2590    262.427  1.18807e+03 -1.83696e+03 -6.48889e+02  7.25274e+01
  2600    261.342  1.18315e+03 -1.84052e+03 -6.57366e+02  7.18451e+01
  2610    259.365  1.17420e+03 -1.84347e+03 -6.69270e+02  7.11079e+01
  2620    257.232  1.16455e+03 -1.84917e+03 -6.84622e+02  7.00213e+01
  2630    254.882  1.15391e+03 -1.85700e+03 -7.03094e+02  6.86470e+01
  2640    251.264  1.13753e+03 -1.86172e+03 -7.24188e+02  6.74839e+01
  2650    245.331  1.11067e+03 -1.85849e+03 -7.47820e+02  6.70109e+01
  2660    237.273  1.07419e+03 -1.84750e+03 -7.73311e+02  6.72216e+01
  2670    228.463  1.03430e+03 -1.83451e+03 -8.00206e+02  6.75758e+01
  2680    220.544  9.98451e+02 -1.82565e+03 -8.27195e+02  6.74490e+01
  2690    214.432  9.70781e+02 -1.82511e+03 -8.54329e+02  6.64383e+01
  2700    209.806  9.49838e+02 -1.83153e+03 -8.81693e+02  6.46741e+01
  2710    205.693  9.31218e+02 -1.83998e+03 -9.08759e+02  6.26255e+01
  2720    201.411  9.11833e+02 -1.84738e+03 -9.35550e+02  6.06210e+01
  2730    197.005  8.91886e+02 -1.85415e+03 -9.62262e+02  5.86724e+01
  2740    192.698  8.72386e+02 -1.86028e+03 -9.87895e+02  5.67724e+01
  2750    188.631  8.53975e+02 -1.86669e+03 -1.01271e+03  5.48556e+01
  2760    185.198  8.38435e+02 -1.87481e+03 -1.03637e+03  5.27865e+01
  2770    182.506  8.26246e+02 -1.88567e+03 -1.05943e+03  5.04958e+01
  2780    180.173  8.15684e+02 -1.89667e+03 -1.08099e+03  4.82112e+01
  2790    177.846  8.05149e+02 -1.90677e+03 -1.10162e+03  4.60701e+01
  2800    175.306  7.93649e+02 -1.91481e+03 -1.12116e+03  4.41964e+01
  2810    172.512  7.81000e+02 -1.92029e+03 -1.13929e+03  4.26401e+01
  2820    169.639  7.67992e+02 -1.92408e+03 -1.15609e+03  4.13252e+01
  2830    167.010  7.56090e+02 -1.92751e+03 -1.17142e+03  4.01198e+01
  2840    164.959  7.46805e+02 -1.93209e+03 -1.18528e+03  3.88795e+01
  2850    163.623  7.40759e+02 -1.93875e+03 -1.19799e+03  3.75289e+01
  2860    162.799  7.37027e+02 -1.94598e+03 -1.20896e+03  3.62019e+01
  2870    162.097  7.33849e+02 -1.95230e+03 -1.21845e+03  3.50625e+01
  2880    161.253  7.30027e+02 -1.95652e+03 -1.22649e+03  3.42378e+01
  2890    160.255  7.25512e+02 -1.95833e+03 -1.23282e+03  3.37542e+01
  2900    159.217  7.20810e+02 -1.95898e+03 -1.23817e+03  3.35151e+01
  2910    158.235  7.16367e+02 -1.95813e+03 -1.24177e+03  3.35102e+01
  2920    157.449  7.12806e+02 -1.95645e+03 -1.24365e+03  3.36613e+01
  2930    157.069  7.11087e+02 -1.95549e+03 -1.24440e+03  3.38237e+01
  2940    157.301  7.12136e+02 -1.95564e+03 -1.24350e+03  3.39299e+01
  2950    158.259  7.16473e+02 -1.95740e+03 -1.24093e+03  3.39287e+01
  2960    159.936  7.24066e+02 -1.96124e+03 -1.23717e+03  3.37996e+01
  2970    162.167  7.34167e+02 -1.96589e+03 -1.23172e+03  3.36559e+01
  2980    164.657  7.45440e+02 -1.97034e+03 -1.22490e+03  3.36166e+01
  2990    167.115  7.56569e+02 -1.97332e+03 -1.21675e+03  3.38138e+01
  3000    169.329  7.66592e+02 -1.97364e+03 -1.20705e+03  3.43562e+01
  3010    171.106  7.74636e+02 -1.97073e+03 -1.19609e+03  3.53038e+01
  3020    172.386  7.80429e+02 -1.96435e+03 -1.18392e+03  3.66607e+01
  3030    173.483  7.85397e+02 -1.95583e+03 -1.17043e+03  3.82723e+01
  3040    174.985  7.92196e+02 -1.94826e+03 -1.15606e+03  3.98359e+01
  3050    177.294  8.02650e+02 -1.94296e+03 -1.14031e+03  4.11859e+01
  3060    180.404  8.16728e+02 -1.94038e+03 -1.12366e+03  4.22747e+01
  3070    184.144  8.33660e+02 -1.93914e+03 -1.10548e+03  4.31972e+01
  3080    188.443  8.53125e+02 -1.93958e+03 -1.08645e+03  4.39377e+01
  3090    193.270  8.74975e+02 -1.94157e+03 -1.06659e+03  4.45141e+01
  3100    198.438  8.98374e+02 -1.94385e+03 -1.04548e+03  4.50447e+01
  3110    203.618  9.21823e+02 -1.94595e+03 -1.02413e+03  4.56229e+01
  3120    208.558  9.44187e+02 -1.94616e+03 -1.00197e+03  4.64060e+01
  3130    213.163  9.65039e+02 -1.94491e+03 -9.79871e+02  4.73963e+01
  3140    217.316  9.83840e+02 -1.94178e+03 -9.57941e+02  4.86453e+01
  3150    220.726  9.99276e+02 -1.93563e+03 -9.36351e+02  5.02646e+01
  3160    223.077  1.00992e+03 -1.92564e+03 -9.15724e+02  5.23351e+01
  3170    224.401  1.01592e+03 -1.91184e+03 -8.95922e+02  5.48245e+01
  3180    225.271  1.01985e+03 -1.89739e+03 -8.77540e+02  5.74258e+01
  3190    226.266  1.02436e+03 -1.88446e+03 -8.60108e+02  5.99012e+01
  3200    226.983  1.02760e+03 -1.87163e+03 -8.44023e+02  6.23764e+01
  3210    226.754  1.02657e+03 -1.85595e+03 -8.29389e+02  6.51019e+01
  3220    225.600  1.02134e+03 -1.83734e+03 -8.15998e+02  6.80521e+01
  3230    223.877  1.01354e+03 -1.81766e+03 -8.04123e+02  7.10141e+01
  3240    222.254  1.00619e+03 -1.79993e+03 -7.93737e+02  7.36486e+01
  3250    221.793  1.00411e+03 -1.78835e+03 -7.84240e+02  7.54979e+01
  3260    223.247  1.01069e+03 -1.78645e+03 -7.75761e+02  7.62181e+01
  3270    226.300  1.02451e+03 -1.79317e+03 -7.68660e+02  7.59318e+01
  3280    229.732  1.04005e+03 -1.80269e+03 -7.62638e+02  7.52038e+01
  3290    232.541  1.05276e+03 -1.81092e+03 -7.58153e+02  7.44660e+01
  3300    234.766  1.06284e+03 -1.81778e+03 -7.54943e+02  7.37511e+01
  3310    236.829  1.07218e+03 -1.82617e+03 -7.53997e+02  7.28502e+01
  3320    238.642  1.08039e+03 -1.83518e+03 -7.54792e+02  7.18479e+01
  3330    239.912  1.08614e+03 -1.84385e+03 -7.57715e+02  7.08616e+01
