Step    T(K)    KE(kJ)    PE(kJ)    TotE(kJ)    P(MPa)
  3230    477.646  2.16241e+03 -1.62404e+03  5.38366e+02  1.51566e+02
  3240    491.531  2.22527e+03 -1.56254e+03  6.62730e+02  1.64186e+02
  3250    506.290  2.29209e+03 -1.50694e+03  7.85153e+02  1.76140e+02
  3260    520.823  2.35788e+03 -1.45285e+03  9.05031e+02  1.87654e+02
  3270    534.508  2.41984e+03 -1.39871e+03  1.02113e+03  1.98753e+02
  3280    549.200  2.48635e+03 -1.35430e+03  1.13206e+03  2.08466e+02
  3290    567.225  2.56795e+03 -1.33098e+03  1.23697e+03  2.15701e+02
  3300    588.875  2.66597e+03 -1.33171e+03  1.33426e+03  2.20197e+02
  3310    610.277  2.76286e+03 -1.33979e+03  1.42307e+03  2.23473e+02
  3320    626.336  2.83556e+03 -1.33549e+03  1.50008e+03  2.27369e+02
  3330    635.535  2.87721e+03 -1.31498e+03  1.56223e+03  2.32238e+02
  3340    638.194  2.88925e+03 -1.28134e+03  1.60791e+03  2.37679e+02
  3350    637.690  2.88697e+03 -1.25002e+03  1.63694e+03  2.42081e+02
