Step    T(K)    KE(kJ)    PE(kJ)    TotE(kJ)    P(MPa)
   340     37.464  7.00858e+02 -9.19495e+03 -8.49410e+03  3.55687e+00
   350     52.470  9.81578e+02 -9.19448e+03 -8.21291e+03  6.40414e+00
   360     73.973  1.38386e+03 -9.19302e+03 -7.80916e+03  1.04932e+01
   370    104.707  1.95881e+03 -9.18881e+03 -7.23000e+03  1.64131e+01
   380    148.081  2.77023e+03 -9.17297e+03 -6.40274e+03  2.51189e+01
   390    206.945  3.87144e+03 -9.11182e+03 -5.24038e+03  3.83250e+01
   400    279.069  5.22069e+03 -8.88216e+03 -3.66146e+03  5.95483e+01
   410    365.040  6.82901e+03 -8.46169e+03 -1.63268e+03  8.93831e+01
   420    501.153  9.37534e+03 -8.41613e+03  9.59201e+02  1.16397e+02
   430    683.804  1.27923e+04 -8.52865e+03  4.26364e+03  1.46641e+02
   440    898.293  1.68049e+04 -8.65145e+03  8.15340e+03  1.82726e+02
   450   1093.793  2.04622e+04 -8.31083e+03  1.21513e+04  2.30666e+02
   460   1253.103  2.34425e+04 -7.97079e+03  1.54717e+04  2.72589e+02
   470   1351.766  2.52882e+04 -7.89830e+03  1.73899e+04  2.95406e+02
   480   1323.910  2.47671e+04 -7.39256e+03  1.73745e+04  3.09140e+02
   490   1191.507  2.22902e+04 -6.75582e+03  1.55344e+04  3.08090e+02
   500   1008.522  1.88670e+04 -6.35550e+03  1.25115e+04  2.89887e+02
   510    822.630  1.53894e+04 -6.36961e+03  9.01978e+03  2.57403e+02
   520    646.741  1.20989e+04 -6.49537e+03  5.60357e+03  2.22568e+02
   530    491.561  9.19590e+03 -6.58481e+03  2.61109e+03  1.92113e+02
   540    369.987  6.92155e+03 -6.75616e+03  1.65388e+02  1.64661e+02
   550    281.879  5.27325e+03 -7.04676e+03 -1.77350e+03  1.38993e+02
   560    218.350  4.08478e+03 -7.39081e+03 -3.30602e+03  1.15709e+02
   570    170.754  3.19439e+03 -7.70909e+03 -4.51470e+03  9.58904e+01
   580    134.872  2.52313e+03 -7.99237e+03 -5.46924e+03  7.92357e+01
   590    107.371  2.00864e+03 -8.23339e+03 -6.22475e+03  6.54466e+01
   600     85.985  1.60858e+03 -8.43119e+03 -6.82261e+03  5.41585e+01
   610     69.491  1.30000e+03 -8.59695e+03 -7.29695e+03  4.48020e+01
   620     57.056  1.06738e+03 -8.74433e+03 -7.67695e+03  3.67954e+01
   630     47.820  8.94597e+02 -8.88016e+03 -7.98557e+03  2.97508e+01
   640     40.916  7.65436e+02 -9.00686e+03 -8.24142e+03  2.34499e+01
   650     35.622  6.66403e+02 -9.12356e+03 -8.45715e+03  1.77956e+01
   660     31.424  5.87872e+02 -9.22974e+03 -8.64187e+03  1.27260e+01
   670     27.991  5.23649e+02 -9.32433e+03 -8.80069e+03  8.20531e+00
   680     25.124  4.70011e+02 -9.40855e+03 -8.93854e+03  4.17112e+00
   690     22.704  4.24732e+02 -9.48418e+03 -9.05945e+03  5.55383e-01
   700     20.653  3.86363e+02 -9.55195e+03 -9.16559e+03 -2.69025e+00
   710     18.912  3.53794e+02 -9.61293e+03 -9.25913e+03 -5.61483e+00
   720     17.430  3.26075e+02 -9.66845e+03 -9.34238e+03 -8.26606e+00
   730     16.163  3.02371e+02 -9.71873e+03 -9.41636e+03 -1.06700e+01
   740     15.073  2.81985e+02 -9.76446e+03 -9.48248e+03 -1.28562e+01
   750     14.133  2.64385e+02 -9.80656e+03 -9.54218e+03 -1.48551e+01
   760     13.320  2.49190e+02 -9.84452e+03 -9.59533e+03 -1.66734e+01
   770     12.622  2.36129e+02 -9.87968e+03 -9.64355e+03 -1.83445e+01
   780     12.027  2.25002e+02 -9.91232e+03 -9.68731e+03 -1.98842e+01
   790     11.528  2.15653e+02 -9.94294e+03 -9.72728e+03 -2.13109e+01
   800     11.116  2.07946e+02 -9.97164e+03 -9.76369e+03 -2.26352e+01
   810     10.784  2.01750e+02 -9.99915e+03 -9.79740e+03 -2.38757e+01
   820     10.528  1.96950e+02 -1.00247e+04 -9.82779e+03 -2.50287e+01
   830     10.340  1.93435e+02 -1.00493e+04 -9.85586e+03 -2.61124e+01
   840     10.215  1.91104e+02 -1.00723e+04 -9.88118e+03 -2.71236e+01
   850     10.149  1.89862e+02 -1.00948e+04 -9.90492e+03 -2.80820e+01
   860     10.137  1.89630e+02 -1.01159e+04 -9.92628e+03 -2.89770e+01
   870     10.175  1.90343e+02 -1.01369e+04 -9.94655e+03 -2.98289e+01
   880     10.260  1.91947e+02 -1.01571e+04 -9.96519e+03 -3.06302e+01
   890     10.393  1.94420e+02 -1.01765e+04 -9.98207e+03 -3.13799e+01
   900     10.571  1.97766e+02 -1.01950e+04 -9.99724e+03 -3.20794e+01
   910     10.799  2.02018e+02 -1.02131e+04 -1.00111e+04 -3.27362e+01
   920     11.078  2.07245e+02 -1.02309e+04 -1.00237e+04 -3.33514e+01
   930     11.415  2.13541e+02 -1.02483e+04 -1.00348e+04 -3.39246e+01
   940     11.815  2.21031e+02 -1.02652e+04 -1.00441e+04 -3.44537e+01
   950     12.287  2.29854e+02 -1.02817e+04 -1.00519e+04 -3.49414e+01
   960     12.838  2.40172e+02 -1.02975e+04 -1.00574e+04 -3.53807e+01
   970     13.479  2.52155e+02 -1.03127e+04 -1.00605e+04 -3.57708e+01
   980     14.219  2.65993e+02 -1.03278e+04 -1.00618e+04 -3.61179e+01
   990     15.068  2.81893e+02 -1.03428e+04 -1.00609e+04 -3.64184e+01
  1000     16.041  3.00084e+02 -1.03576e+04 -1.00575e+04 -3.66647e+01
  1010     17.150  3.20826e+02 -1.03720e+04 -1.00511e+04 -3.68503e+01
  1020     18.411  3.44428e+02 -1.03855e+04 -1.00411e+04 -3.69610e+01
  1030     19.845  3.71253e+02 -1.03983e+04 -1.00270e+04 -3.69889e+01
  1040     21.475  4.01737e+02 -1.04104e+04 -1.00086e+04 -3.69276e+01
  1050     23.328  4.36413e+02 -1.04211e+04 -9.98472e+03 -3.67564e+01
  1060     25.440  4.75927e+02 -1.04308e+04 -9.95490e+03 -3.64674e+01
  1070     27.854  5.21076e+02 -1.04395e+04 -9.91839e+03 -3.60471e+01
  1080     30.621  5.72845e+02 -1.04464e+04 -9.87354e+03 -3.54701e+01
  1090     33.805  6.32404e+02 -1.04518e+04 -9.81944e+03 -3.47222e+01
  1100     37.480  7.01166e+02 -1.04560e+04 -9.75484e+03 -3.37850e+01
  1110     41.736  7.80787e+02 -1.04579e+04 -9.67714e+03 -3.26190e+01
  1120     46.674  8.73155e+02 -1.04575e+04 -9.58432e+03 -3.11920e+01
  1130     52.405  9.80361e+02 -1.04549e+04 -9.47455e+03 -2.94714e+01
  1140     59.049  1.10466e+03 -1.04481e+04 -9.34342e+03 -2.73809e+01
  1150     66.731  1.24838e+03 -1.04371e+04 -9.18875e+03 -2.48706e+01
  1160     75.580  1.41392e+03 -1.04209e+04 -9.00701e+03 -2.18636e+01
  1170     85.724  1.60368e+03 -1.03972e+04 -8.79349e+03 -1.82585e+01
  1180     97.291  1.82008e+03 -1.03637e+04 -8.54359e+03 -1.39529e+01
  1190    110.417  2.06562e+03 -1.03189e+04 -8.25323e+03 -8.85193e+00
  1200    125.238  2.34290e+03 -1.02610e+04 -7.91805e+03 -2.86118e+00
  1210    141.896  2.65452e+03 -1.01880e+04 -7.53348e+03  4.10864e+00
  1220    160.518  3.00290e+03 -1.01002e+04 -7.09735e+03  1.21005e+01
  1230    181.214  3.39007e+03 -9.99629e+03 -6.60622e+03  2.11639e+01
  1240    204.005  3.81643e+03 -9.87666e+03 -6.06022e+03  3.13014e+01
  1250    228.616  4.27684e+03 -9.73729e+03 -5.46045e+03  4.25744e+01
  1260    254.457  4.76026e+03 -9.57568e+03 -4.81541e+03  5.49862e+01
  1270    280.988  5.25659e+03 -9.39090e+03 -4.13432e+03  6.84202e+01
  1280    307.632  5.75504e+03 -9.18861e+03 -3.43357e+03  8.25786e+01
  1290    333.308  6.23538e+03 -8.96923e+03 -2.73385e+03  9.72124e+01
  1300    356.897  6.67666e+03 -8.73533e+03 -2.05867e+03  1.11954e+02
  1310    377.680  7.06546e+03 -8.50044e+03 -1.43498e+03  1.26177e+02
  1320    394.508  7.38027e+03 -8.26925e+03 -8.88983e+02  1.39441e+02
  1330    407.093  7.61570e+03 -8.05965e+03 -4.43949e+02  1.51054e+02
  1340    415.585  7.77457e+03 -7.89340e+03 -1.18834e+02  1.60338e+02
  1350    418.415  7.82752e+03 -7.75430e+03  7.32246e+01  1.67526e+02
  1360    414.265  7.74989e+03 -7.62368e+03  1.26203e+02  1.72993e+02
  1370    402.931  7.53784e+03 -7.49454e+03  4.33074e+01  1.76932e+02
  1380    385.606  7.21374e+03 -7.37408e+03 -1.60343e+02  1.79267e+02
  1390    364.748  6.82354e+03 -7.28753e+03 -4.63981e+02  1.79584e+02
  1400    342.346  6.40445e+03 -7.24912e+03 -8.44668e+02  1.77738e+02
  1410    318.864  5.96516e+03 -7.24465e+03 -1.27950e+03  1.74228e+02
  1420    294.857  5.51604e+03 -7.26458e+03 -1.74854e+03  1.69474e+02
  1430    271.503  5.07915e+03 -7.31090e+03 -2.23175e+03  1.63609e+02
  1440    249.875  4.67455e+03 -7.39083e+03 -2.71629e+03  1.56634e+02
  1450    230.330  4.30891e+03 -7.50145e+03 -3.19254e+03  1.48732e+02
  1460    213.212  3.98868e+03 -7.64334e+03 -3.65466e+03  1.39997e+02
  1470    198.525  3.71392e+03 -7.81392e+03 -4.10000e+03  1.30585e+02
  1480    185.419  3.46873e+03 -7.99553e+03 -4.52680e+03  1.20985e+02
  1490    172.834  3.23330e+03 -8.16717e+03 -4.93387e+03  1.11777e+02
  1500    160.334  2.99945e+03 -8.31628e+03 -5.31683e+03  1.03321e+02
  1510    148.216  2.77276e+03 -8.44573e+03 -5.67297e+03  9.56138e+01
  1520    136.964  2.56227e+03 -8.56418e+03 -6.00192e+03  8.84862e+01
  1530    126.728  2.37077e+03 -8.67456e+03 -6.30380e+03  8.18644e+01
  1540    117.404  2.19634e+03 -8.77595e+03 -6.57961e+03  7.57516e+01
  1550    108.939  2.03799e+03 -8.86862e+03 -6.83063e+03  7.01224e+01
  1560    101.359  1.89618e+03 -8.95443e+03 -7.05825e+03  6.49107e+01
  1570     94.628  1.77025e+03 -9.03449e+03 -7.26424e+03  6.00668e+01
  1580     88.649  1.65841e+03 -9.10940e+03 -7.45098e+03  5.55577e+01
  1590     83.418  1.56055e+03 -9.18061e+03 -7.62006e+03  5.13268e+01
  1600     79.007  1.47802e+03 -9.25035e+03 -7.77233e+03  4.72965e+01
  1610     75.403  1.41060e+03 -9.32071e+03 -7.91011e+03  4.34050e+01
  1620     72.459  1.35553e+03 -9.39112e+03 -8.03559e+03  3.96572e+01
  1630     69.980  1.30915e+03 -9.45857e+03 -8.14942e+03  3.61097e+01
  1640     67.815  1.26866e+03 -9.52120e+03 -8.25254e+03  3.28016e+01
  1650     65.890  1.23263e+03 -9.57899e+03 -8.34636e+03  2.97368e+01
  1660     64.189  1.20082e+03 -9.63119e+03 -8.43037e+03  2.69205e+01
  1670     62.733  1.17358e+03 -9.67902e+03 -8.50544e+03  2.43227e+01
  1680     61.542  1.15130e+03 -9.72381e+03 -8.57251e+03  2.19112e+01
  1690     60.617  1.13399e+03 -9.76489e+03 -8.63090e+03  1.96871e+01
  1700     59.937  1.12127e+03 -9.80370e+03 -8.68243e+03  1.76246e+01
  1710     59.476  1.11265e+03 -9.83954e+03 -8.72689e+03  1.57323e+01
  1720     59.216  1.10779e+03 -9.87193e+03 -8.76414e+03  1.40149e+01
  1730     59.154  1.10663e+03 -9.90115e+03 -8.79452e+03  1.24644e+01
  1740     59.301  1.10937e+03 -9.92729e+03 -8.81791e+03  1.10745e+01
  1750     59.677  1.11641e+03 -9.95171e+03 -8.83530e+03  9.81999e+00
  1760     60.298  1.12802e+03 -9.97382e+03 -8.84580e+03  8.70745e+00
  1770     61.162  1.14418e+03 -9.99418e+03 -8.84999e+03  7.73089e+00
  1780     62.247  1.16449e+03 -1.00116e+04 -8.84710e+03  6.91532e+00
  1790     63.527  1.18843e+03 -1.00264e+04 -8.83802e+03  6.26462e+00
  1800     64.985  1.21571e+03 -1.00372e+04 -8.82145e+03  5.81025e+00
  1810     66.631  1.24650e+03 -1.00434e+04 -8.79695e+03  5.56017e+00
  1820     68.508  1.28162e+03 -1.00468e+04 -8.76519e+03  5.49062e+00
  1830     70.694  1.32252e+03 -1.00482e+04 -8.72564e+03  5.58182e+00
  1840     73.282  1.37092e+03 -1.00483e+04 -8.67735e+03  5.81665e+00
  1850     76.318  1.42771e+03 -1.00480e+04 -8.62032e+03  6.18637e+00
  1860     79.780  1.49249e+03 -1.00456e+04 -8.55309e+03  6.73676e+00
  1870     83.612  1.56418e+03 -1.00403e+04 -8.47614e+03  7.50128e+00
  1880     87.758  1.64174e+03 -1.00296e+04 -8.38782e+03  8.54304e+00
  1890     92.188  1.72462e+03 -1.00128e+04 -8.28819e+03  9.88627e+00
  1900     96.915  1.81304e+03 -9.98942e+03 -8.17639e+03  1.15478e+01
  1910    101.992  1.90801e+03 -9.96051e+03 -8.05250e+03  1.35092e+01
  1920    107.496  2.01098e+03 -9.92690e+03 -7.91592e+03  1.57519e+01
  1930    113.494  2.12320e+03 -9.88925e+03 -7.76605e+03  1.82616e+01
  1940    120.016  2.24521e+03 -9.84808e+03 -7.60287e+03  2.10316e+01
  1950    127.059  2.37696e+03 -9.80142e+03 -7.42446e+03  2.40961e+01
  1960    134.618  2.51837e+03 -9.75060e+03 -7.23222e+03  2.74376e+01
  1970    142.713  2.66980e+03 -9.69590e+03 -7.02610e+03  3.10481e+01
  1980    151.361  2.83159e+03 -9.63795e+03 -6.80636e+03  3.49104e+01
  1990    160.515  3.00285e+03 -9.57593e+03 -6.57309e+03  3.90314e+01
  2000    170.028  3.18080e+03 -9.50950e+03 -6.32870e+03  4.34167e+01
  2010    179.686  3.36148e+03 -9.43504e+03 -6.07356e+03  4.81156e+01
  2020    189.276  3.54089e+03 -9.35246e+03 -5.81157e+03  5.31112e+01
  2030    198.597  3.71526e+03 -9.26130e+03 -5.54604e+03  5.83754e+01
  2040    207.446  3.88081e+03 -9.16059e+03 -5.27979e+03  6.38731e+01
  2050    215.624  4.03379e+03 -9.05064e+03 -5.01684e+03  6.95342e+01
  2060    223.109  4.17382e+03 -8.93605e+03 -4.76223e+03  7.51879e+01
  2070    230.145  4.30545e+03 -8.82561e+03 -4.52016e+03  8.05635e+01
  2080    236.916  4.43212e+03 -8.72691e+03 -4.29479e+03  8.54207e+01
  2090    243.324  4.55199e+03 -8.64042e+03 -4.08842e+03  8.96738e+01
  2100    249.283  4.66348e+03 -8.56945e+03 -3.90597e+03  9.32108e+01
  2110    254.691  4.76465e+03 -8.51418e+03 -3.74953e+03  9.59956e+01
  2120    258.809  4.84169e+03 -8.46662e+03 -3.62494e+03  9.82193e+01
  2130    260.575  4.87471e+03 -8.40807e+03 -3.53336e+03  1.00280e+02
  2140    259.633  4.85709e+03 -8.33358e+03 -3.47650e+03  1.02280e+02
  2150    256.659  4.80146e+03 -8.25703e+03 -3.45557e+03  1.03901e+02
  2160    252.788  4.72904e+03 -8.19764e+03 -3.46861e+03  1.04695e+02
  2170    248.823  4.65486e+03 -8.16846e+03 -3.51359e+03  1.04367e+02
  2180    244.935  4.58213e+03 -8.17058e+03 -3.58845e+03  1.02907e+02
  2190    240.936  4.50733e+03 -8.19849e+03 -3.69116e+03  1.00478e+02
  2200    236.445  4.42330e+03 -8.24242e+03 -3.81912e+03  9.73527e+01
  2210    230.890  4.31938e+03 -8.28839e+03 -3.96902e+03  9.39054e+01
  2220    224.050  4.19143e+03 -8.32930e+03 -4.13787e+03  9.03679e+01
  2230    216.076  4.04224e+03 -8.36431e+03 -4.32206e+03  8.68240e+01
  2240    207.109  3.87449e+03 -8.39115e+03 -4.51666e+03  8.33634e+01
  2250    197.651  3.69757e+03 -8.41459e+03 -4.71702e+03  7.99083e+01
  2260    188.547  3.52726e+03 -8.44601e+03 -4.91875e+03  7.62184e+01
  2270    180.262  3.37227e+03 -8.49324e+03 -5.12097e+03  7.21437e+01
  2280    172.780  3.23229e+03 -8.55438e+03 -5.32209e+03  6.77463e+01
  2290    165.835  3.10236e+03 -8.62161e+03 -5.51925e+03  6.32207e+01
  2300    158.981  2.97415e+03 -8.68538e+03 -5.71123e+03  5.88182e+01
  2310    151.996  2.84346e+03 -8.74049e+03 -5.89703e+03  5.46954e+01
  2320    144.934  2.71136e+03 -8.78585e+03 -6.07449e+03  5.08974e+01
  2330    137.980  2.58127e+03 -8.82406e+03 -6.24279e+03  4.73805e+01
  2340    131.365  2.45752e+03 -8.85806e+03 -6.40053e+03  4.40746e+01
  2350    125.304  2.34412e+03 -8.89260e+03 -6.54847e+03  4.08740e+01
  2360    119.954  2.24404e+03 -8.92983e+03 -6.68578e+03  3.77134e+01
  2370    115.410  2.15904e+03 -8.97223e+03 -6.81318e+03  3.45313e+01
  2380    111.655  2.08880e+03 -9.01961e+03 -6.93081e+03  3.13245e+01
  2390    108.526  2.03026e+03 -9.07003e+03 -7.03977e+03  2.81431e+01
  2400    105.784  1.97895e+03 -9.11983e+03 -7.14088e+03  2.50798e+01
  2410    103.250  1.93155e+03 -9.16468e+03 -7.23313e+03  2.22333e+01
  2420    100.860  1.88684e+03 -9.20463e+03 -7.31779e+03  1.96203e+01
  2430     98.623  1.84500e+03 -9.23909e+03 -7.39409e+03  1.72510e+01
  2440     96.586  1.80689e+03 -9.26983e+03 -7.46295e+03  1.50913e+01
  2450     94.807  1.77360e+03 -9.29740e+03 -7.52380e+03  1.31195e+01
  2460     93.332  1.74602e+03 -9.32261e+03 -7.57659e+03  1.13100e+01
  2470     92.172  1.72431e+03 -9.34650e+03 -7.62219e+03  9.63916e+00
  2480     91.295  1.70791e+03 -9.36967e+03 -7.66176e+03  8.09743e+00
  2490     90.657  1.69597e+03 -9.38946e+03 -7.69348e+03  6.72843e+00
  2500     90.216  1.68772e+03 -9.40626e+03 -7.71854e+03  5.52974e+00
  2510     89.955  1.68283e+03 -9.41981e+03 -7.73697e+03  4.50620e+00
  2520     89.879  1.68142e+03 -9.42945e+03 -7.74804e+03  3.66467e+00
  2530     90.011  1.68389e+03 -9.43715e+03 -7.75326e+03  2.97025e+00
  2540     90.396  1.69109e+03 -9.44188e+03 -7.75079e+03  2.42859e+00
  2550     91.103  1.70431e+03 -9.44587e+03 -7.74156e+03  1.99442e+00
  2560     92.200  1.72483e+03 -9.45109e+03 -7.72626e+03  1.62930e+00
  2570     93.713  1.75315e+03 -9.45706e+03 -7.70391e+03  1.33960e+00
  2580     95.612  1.78867e+03 -9.46279e+03 -7.67412e+03  1.15227e+00
  2590     97.812  1.82981e+03 -9.46700e+03 -7.63718e+03  1.10839e+00
  2600    100.198  1.87445e+03 -9.46696e+03 -7.59251e+03  1.27462e+00
  2610    102.669  1.92068e+03 -9.46214e+03 -7.54146e+03  1.68152e+00
  2620    105.173  1.96752e+03 -9.44952e+03 -7.48200e+03  2.38488e+00
  2630    107.716  2.01511e+03 -9.43105e+03 -7.41594e+03  3.35391e+00
  2640    110.328  2.06397e+03 -9.40621e+03 -7.34223e+03  4.58747e+00
  2650    113.023  2.11437e+03 -9.37595e+03 -7.26157e+03  6.06036e+00
  2660    115.832  2.16694e+03 -9.34065e+03 -7.17371e+03  7.74941e+00
  2670    118.880  2.22396e+03 -9.30275e+03 -7.07879e+03  9.58660e+00
  2680    122.364  2.28912e+03 -9.26550e+03 -6.97638e+03  1.14829e+01
  2690    126.441  2.36540e+03 -9.23196e+03 -6.86656e+03  1.33626e+01
  2700    131.149  2.45348e+03 -9.20306e+03 -6.74958e+03  1.52045e+01
  2710    136.434  2.55234e+03 -9.17629e+03 -6.62395e+03  1.70577e+01
  2720    142.182  2.65987e+03 -9.15080e+03 -6.49093e+03  1.89572e+01
  2730    148.219  2.77281e+03 -9.12324e+03 -6.35043e+03  2.09837e+01
  2740    154.334  2.88721e+03 -9.09125e+03 -6.20403e+03  2.32024e+01
  2750    160.362  2.99997e+03 -9.05254e+03 -6.05257e+03  2.56607e+01
  2760    166.244  3.11001e+03 -9.00690e+03 -5.89688e+03  2.83510e+01
  2770    171.998  3.21767e+03 -8.95734e+03 -5.73967e+03  3.11998e+01
  2780    177.599  3.32243e+03 -8.90424e+03 -5.58180e+03  3.41742e+01
  2790    182.906  3.42172e+03 -8.84715e+03 -5.42543e+03  3.72640e+01
  2800    187.780  3.51290e+03 -8.78480e+03 -5.27189e+03  4.04652e+01
  2810    192.213  3.59584e+03 -8.71954e+03 -5.12370e+03  4.36952e+01
  2820    196.256  3.67147e+03 -8.65384e+03 -4.98237e+03  4.68570e+01
  2830    199.904  3.73970e+03 -8.58955e+03 -4.84985e+03  4.98674e+01
  2840    203.205  3.80146e+03 -8.52844e+03 -4.72697e+03  5.26355e+01
  2850    206.395  3.86114e+03 -8.47712e+03 -4.61597e+03  5.49804e+01
  2860    209.696  3.92290e+03 -8.44016e+03 -4.51726e+03  5.67657e+01
  2870    212.975  3.98425e+03 -8.41737e+03 -4.43313e+03  5.79867e+01
  2880    215.810  4.03727e+03 -8.40178e+03 -4.36451e+03  5.87896e+01
  2890    217.914  4.07663e+03 -8.38999e+03 -4.31335e+03  5.92580e+01
  2900    219.239  4.10142e+03 -8.38234e+03 -4.28092e+03  5.93960e+01
  2910    219.690  4.10986e+03 -8.37640e+03 -4.26654e+03  5.92655e+01
  2920    219.025  4.09742e+03 -8.36859e+03 -4.27118e+03  5.89719e+01
  2930    217.109  4.06157e+03 -8.35645e+03 -4.29488e+03  5.85936e+01
  2940    214.094  4.00517e+03 -8.34153e+03 -4.33635e+03  5.81116e+01
  2950    210.218  3.93267e+03 -8.32677e+03 -4.39410e+03  5.74722e+01
  2960    205.684  3.84784e+03 -8.31256e+03 -4.46472e+03  5.66629e+01
  2970    200.674  3.75411e+03 -8.30348e+03 -4.54937e+03  5.56103e+01
  2980    195.428  3.65598e+03 -8.29985e+03 -4.64388e+03  5.42973e+01
  2990    190.200  3.55817e+03 -8.30527e+03 -4.74710e+03  5.26564e+01
  3000    184.964  3.46022e+03 -8.31696e+03 -4.85673e+03  5.07536e+01
  3010    179.586  3.35961e+03 -8.33067e+03 -4.97106e+03  4.86948e+01
  3020    174.175  3.25839e+03 -8.34732e+03 -5.08893e+03  4.64778e+01
  3030    168.968  3.16097e+03 -8.36867e+03 -5.20770e+03  4.40682e+01
  3040    164.128  3.07043e+03 -8.39829e+03 -5.32786e+03  4.14137e+01
  3050    159.732  2.98819e+03 -8.43538e+03 -5.44719e+03  3.85426e+01
  3060    155.715  2.91305e+03 -8.47871e+03 -5.56566e+03  3.55128e+01
  3070    151.841  2.84058e+03 -8.52239e+03 -5.68181e+03  3.24786e+01
  3080    147.868  2.76625e+03 -8.56166e+03 -5.79541e+03  2.95780e+01
  3090    143.749  2.68919e+03 -8.59497e+03 -5.90578e+03  2.68698e+01
  3100    139.597  2.61152e+03 -8.62317e+03 -6.01165e+03  2.43470e+01
  3110    135.524  2.53532e+03 -8.64835e+03 -6.11303e+03  2.19766e+01
  3120    131.594  2.46179e+03 -8.67023e+03 -6.20844e+03  1.97608e+01
  3130    127.902  2.39274e+03 -8.69129e+03 -6.29856e+03  1.76541e+01
  3140    124.600  2.33097e+03 -8.71343e+03 -6.38246e+03  1.56111e+01
  3150    121.784  2.27828e+03 -8.73908e+03 -6.46080e+03  1.35862e+01
  3160    119.379  2.23328e+03 -8.76656e+03 -6.53328e+03  1.16208e+01
  3170    117.180  2.19216e+03 -8.79193e+03 -6.59977e+03  9.80992e+00
  3180    115.005  2.15147e+03 -8.81157e+03 -6.66010e+03  8.24105e+00
  3190    112.782  2.10987e+03 -8.82489e+03 -6.71502e+03  6.93529e+00
  3200    110.555  2.06822e+03 -8.83098e+03 -6.76277e+03  5.89562e+00
  3210    108.442  2.02868e+03 -8.83312e+03 -6.80444e+03  5.04552e+00
  3220    106.588  1.99399e+03 -8.83324e+03 -6.83925e+03  4.32091e+00
  3230    105.105  1.96627e+03 -8.83473e+03 -6.86846e+03  3.64102e+00
  3240    104.016  1.94589e+03 -8.83761e+03 -6.89172e+03  2.99092e+00
  3250    103.274  1.93200e+03 -8.84090e+03 -6.90890e+03  2.38360e+00
  3260    102.864  1.92434e+03 -8.84385e+03 -6.91951e+03  1.82696e+00
  3270    102.836  1.92380e+03 -8.84767e+03 -6.92387e+03  1.29272e+00
  3280    103.255  1.93165e+03 -8.85418e+03 -6.92252e+03  7.44615e-01
  3290    104.159  1.94856e+03 -8.86388e+03 -6.91532e+03  1.74068e-01
  3300    105.524  1.97410e+03 -8.87586e+03 -6.90177e+03 -3.92509e-01
  3310    107.254  2.00645e+03 -8.88835e+03 -6.88189e+03 -9.01027e-01
