Step    T(K)    KE(kJ)    PE(kJ)    TotE(kJ)    P(MPa)
   280    379.523  1.71345e+03 -1.69229e+03  2.11614e+01  1.82431e+02
   290    412.318  1.86152e+03 -1.66077e+03  2.00742e+02  1.88942e+02
   300    439.390  1.98374e+03 -1.62186e+03  3.61880e+02  1.95361e+02
   310    459.879  2.07624e+03 -1.58532e+03  4.90922e+02  2.00429e+02
   320    473.159  2.13619e+03 -1.55570e+03  5.80498e+02  2.03297e+02
   330    478.325  2.15952e+03 -1.53553e+03  6.23992e+02  2.03474e+02
   340    475.263  2.14569e+03 -1.52540e+03  6.20298e+02  2.00765e+02
   350    464.196  2.09573e+03 -1.52478e+03  5.70946e+02  1.95294e+02
   360    445.233  2.01012e+03 -1.52986e+03  4.80261e+02  1.87686e+02
   370    418.991  1.89164e+03 -1.53549e+03  3.56147e+02  1.78798e+02
   380    387.054  1.74745e+03 -1.53935e+03  2.08105e+02  1.69320e+02
   390    351.650  1.58761e+03 -1.54191e+03  4.57018e+01  1.59694e+02
   400    315.073  1.42248e+03 -1.54312e+03 -1.20644e+02  1.50298e+02
   410    279.276  1.26086e+03 -1.54471e+03 -2.83853e+02  1.41290e+02
   420    245.692  1.10924e+03 -1.54735e+03 -4.38109e+02  1.32799e+02
   430    215.208  9.71611e+02 -1.55175e+03 -5.80136e+02  1.24867e+02
   440    188.213  8.49734e+02 -1.55836e+03 -7.08627e+02  1.17491e+02
   450    164.718  7.43663e+02 -1.56635e+03 -8.22686e+02  1.10712e+02
   460    144.501  6.52389e+02 -1.57631e+03 -9.23926e+02  1.04459e+02
   470    127.215  5.74343e+02 -1.58695e+03 -1.01261e+03  9.87647e+01
   480    112.470  5.07775e+02 -1.59746e+03 -1.08968e+03  9.36250e+01
   490     99.891  4.50982e+02 -1.60833e+03 -1.15734e+03  8.89518e+01
   500     89.185  4.02650e+02 -1.61856e+03 -1.21591e+03  8.47368e+01
   510     80.264  3.62371e+02 -1.62919e+03 -1.26682e+03  8.08175e+01
   520     73.240  3.30663e+02 -1.64206e+03 -1.31140e+03  7.69540e+01
   530     68.107  3.07486e+02 -1.65840e+03 -1.35092e+03  7.29669e+01
   540     64.497  2.91190e+02 -1.67762e+03 -1.38643e+03  6.88589e+01
   550     61.954  2.79709e+02 -1.69848e+03 -1.41877e+03  6.47160e+01
   560     60.167  2.71638e+02 -1.71995e+03 -1.44831e+03  6.06167e+01
   570     58.940  2.66101e+02 -1.74167e+03 -1.47557e+03  5.65913e+01
   580     58.152  2.62541e+02 -1.76322e+03 -1.50068e+03  5.26719e+01
   590     57.736  2.60663e+02 -1.78479e+03 -1.52413e+03  4.88457e+01
   600     57.660  2.60321e+02 -1.80617e+03 -1.54585e+03  4.51208e+01
   610     57.909  2.61443e+02 -1.82729e+03 -1.56584e+03  4.14964e+01
   620     58.470  2.63979e+02 -1.84822e+03 -1.58424e+03  3.79607e+01
   630     59.338  2.67897e+02 -1.86899e+03 -1.60109e+03  3.45064e+01
   640     60.510  2.73188e+02 -1.88999e+03 -1.61680e+03  3.11052e+01
   650     61.981  2.79831e+02 -1.91055e+03 -1.63072e+03  2.77961e+01
   660     63.734  2.87741e+02 -1.93147e+03 -1.64373e+03  2.45325e+01
   670     65.733  2.96767e+02 -1.95227e+03 -1.65550e+03  2.13519e+01
   680     67.928  3.06677e+02 -1.97244e+03 -1.66576e+03  1.82983e+01
   690     70.262  3.17217e+02 -1.99203e+03 -1.67482e+03  1.53829e+01
   700     72.685  3.28155e+02 -2.01074e+03 -1.68259e+03  1.26414e+01
   710     75.159  3.39326e+02 -2.02806e+03 -1.68873e+03  1.01186e+01
   720     77.668  3.50652e+02 -2.04425e+03 -1.69360e+03  7.80935e+00
   730     80.215  3.62149e+02 -2.05870e+03 -1.69655e+03  5.76147e+00
   740     82.795  3.73797e+02 -2.07183e+03 -1.69803e+03  3.96053e+00
   750     85.381  3.85476e+02 -2.08319e+03 -1.69772e+03  2.45012e+00
   760     87.926  3.96966e+02 -2.09256e+03 -1.69560e+03  1.26283e+00
   770     90.387  4.08074e+02 -2.10009e+03 -1.69202e+03  4.07387e-01
   780     92.746  4.18724e+02 -2.10501e+03 -1.68629e+03 -5.91544e-02
   790     95.011  4.28953e+02 -2.10793e+03 -1.67898e+03 -1.72085e-01
   800     97.205  4.38856e+02 -2.10876e+03 -1.66991e+03  7.07682e-02
   810     99.343  4.48508e+02 -2.10759e+03 -1.65909e+03  6.56478e-01
   820    101.449  4.58015e+02 -2.10466e+03 -1.64664e+03  1.55891e+00
   830    103.590  4.67684e+02 -2.10003e+03 -1.63235e+03  2.74952e+00
   840    105.918  4.78193e+02 -2.09460e+03 -1.61640e+03  4.13879e+00
   850    108.633  4.90450e+02 -2.08904e+03 -1.59859e+03  5.64272e+00
   860    111.887  5.05143e+02 -2.08406e+03 -1.57892e+03  7.18968e+00
   870    115.687  5.22297e+02 -2.07893e+03 -1.55663e+03  8.82858e+00
   880    119.860  5.41137e+02 -2.07398e+03 -1.53284e+03  1.05710e+01
   890    124.139  5.60456e+02 -2.06749e+03 -1.50703e+03  1.25687e+01
   900    128.289  5.79195e+02 -2.05900e+03 -1.47981e+03  1.48838e+01
   910    132.204  5.96869e+02 -2.04729e+03 -1.45042e+03  1.75953e+01
   920    135.984  6.13936e+02 -2.03366e+03 -1.41972e+03  2.05852e+01
   930    140.038  6.32236e+02 -2.01970e+03 -1.38746e+03  2.36691e+01
   940    144.925  6.54301e+02 -2.00824e+03 -1.35394e+03  2.65741e+01
   950    150.805  6.80848e+02 -1.99960e+03 -1.31875e+03  2.92523e+01
   960    157.336  7.10332e+02 -1.99218e+03 -1.28185e+03  3.18470e+01
   970    164.179  7.41229e+02 -1.98513e+03 -1.24390e+03  3.44541e+01
   980    171.163  7.72758e+02 -1.97770e+03 -1.20494e+03  3.71297e+01
   990    178.176  8.04419e+02 -1.96995e+03 -1.16553e+03  3.98644e+01
  1000    185.082  8.35600e+02 -1.96157e+03 -1.12597e+03  4.26660e+01
  1010    191.710  8.65524e+02 -1.95287e+03 -1.08735e+03  4.54999e+01
  1020    197.928  8.93595e+02 -1.94302e+03 -1.04942e+03  4.83935e+01
  1030    203.625  9.19318e+02 -1.93284e+03 -1.01352e+03  5.12632e+01
  1040    208.575  9.41663e+02 -1.92158e+03 -9.79918e+02  5.41350e+01
  1050    212.715  9.60357e+02 -1.90931e+03 -9.48952e+02  5.69538e+01
  1060    216.565  9.77736e+02 -1.89937e+03 -9.21633e+02  5.93860e+01
  1070    220.647  9.96166e+02 -1.89411e+03 -8.97946e+02  6.11720e+01
  1080    224.739  1.01464e+03 -1.89335e+03 -8.78706e+02  6.23306e+01
  1090    227.898  1.02890e+03 -1.89341e+03 -8.64506e+02  6.32130e+01
  1100    228.940  1.03361e+03 -1.88909e+03 -8.55481e+02  6.43029e+01
  1110    227.313  1.02626e+03 -1.87790e+03 -8.51639e+02  6.58241e+01
  1120    223.786  1.01034e+03 -1.86328e+03 -8.52944e+02  6.74398e+01
  1130    220.029  9.93377e+02 -1.85292e+03 -8.59545e+02  6.84218e+01
  1140    217.218  9.80685e+02 -1.85098e+03 -8.70298e+02  6.83313e+01
  1150    215.182  9.71495e+02 -1.85702e+03 -8.85526e+02  6.72222e+01
  1160    212.810  9.60783e+02 -1.86560e+03 -9.04817e+02  6.56191e+01
  1170    208.938  9.43305e+02 -1.87133e+03 -9.28024e+02  6.40746e+01
  1180    203.136  9.17111e+02 -1.87091e+03 -9.53797e+02  6.29123e+01
  1190    196.077  8.85239e+02 -1.86748e+03 -9.82242e+02  6.18851e+01
  1200    189.282  8.54562e+02 -1.86695e+03 -1.01239e+03  6.04342e+01
  1210    184.078  8.31065e+02 -1.87489e+03 -1.04382e+03  5.80371e+01
  1220    180.383  8.14386e+02 -1.89070e+03 -1.07632e+03  5.47574e+01
  1230    177.040  7.99290e+02 -1.90916e+03 -1.10987e+03  5.11252e+01
  1240    173.156  7.81757e+02 -1.92568e+03 -1.14392e+03  4.76209e+01
  1250    168.515  7.60802e+02 -1.93937e+03 -1.17857e+03  4.44076e+01
  1260    163.168  7.36662e+02 -1.94960e+03 -1.21294e+03  4.15785e+01
  1270    157.260  7.09989e+02 -1.95687e+03 -1.24688e+03  3.91235e+01
  1280    151.053  6.81969e+02 -1.96168e+03 -1.27971e+03  3.69985e+01
  1290    144.851  6.53968e+02 -1.96548e+03 -1.31151e+03  3.50804e+01
  1300    138.894  6.27073e+02 -1.96897e+03 -1.34190e+03  3.32905e+01
  1310    133.255  6.01612e+02 -1.97219e+03 -1.37058e+03  3.16105e+01
  1320    127.833  5.77136e+02 -1.97426e+03 -1.39713e+03  3.01003e+01
  1330    122.557  5.53316e+02 -1.97516e+03 -1.42184e+03  2.87580e+01
  1340    117.648  5.31153e+02 -1.97544e+03 -1.44429e+03  2.74973e+01
  1350    113.633  5.13024e+02 -1.97802e+03 -1.46499e+03  2.60379e+01
  1360    110.975  5.01025e+02 -1.98512e+03 -1.48409e+03  2.41514e+01
  1370    109.652  4.95052e+02 -1.99649e+03 -1.50144e+03  2.18447e+01
  1380    109.149  4.92783e+02 -2.00991e+03 -1.51713e+03  1.93391e+01
  1390    108.845  4.91409e+02 -2.02297e+03 -1.53156e+03  1.68979e+01
  1400    108.342  4.89135e+02 -2.03358e+03 -1.54444e+03  1.47357e+01
  1410    107.566  4.85636e+02 -2.04187e+03 -1.55624e+03  1.28763e+01
  1420    106.698  4.81717e+02 -2.04794e+03 -1.56622e+03  1.12961e+01
  1430    106.015  4.78634e+02 -2.05342e+03 -1.57478e+03  9.85233e+00
  1440    105.740  4.77389e+02 -2.05943e+03 -1.58204e+03  8.43848e+00
  1450    105.932  4.78256e+02 -2.06608e+03 -1.58783e+03  7.03785e+00
  1460    106.481  4.80734e+02 -2.07307e+03 -1.59234e+03  5.68929e+00
  1470    107.192  4.83944e+02 -2.07908e+03 -1.59513e+03  4.51265e+00
  1480    107.890  4.87097e+02 -2.08383e+03 -1.59674e+03  3.56128e+00
  1490    108.456  4.89651e+02 -2.08705e+03 -1.59740e+03  2.88122e+00
  1500    108.805  4.91230e+02 -2.08748e+03 -1.59625e+03  2.56580e+00
  1510    108.920  4.91745e+02 -2.08578e+03 -1.59403e+03  2.57461e+00
  1520    108.937  4.91822e+02 -2.08186e+03 -1.59004e+03  2.88241e+00
  1530    109.144  4.92760e+02 -2.07753e+03 -1.58477e+03  3.32092e+00
  1540    109.854  4.95966e+02 -2.07415e+03 -1.57819e+03  3.74736e+00
  1550    111.246  5.02247e+02 -2.07248e+03 -1.57023e+03  4.08219e+00
  1560    113.323  5.11624e+02 -2.07262e+03 -1.56099e+03  4.31907e+00
  1570    115.933  5.23408e+02 -2.07380e+03 -1.55039e+03  4.53776e+00
  1580    118.825  5.36468e+02 -2.07457e+03 -1.53810e+03  4.87918e+00
  1590    121.732  5.49589e+02 -2.07412e+03 -1.52453e+03  5.44618e+00
  1600    124.437  5.61803e+02 -2.07111e+03 -1.50930e+03  6.36353e+00
  1610    126.822  5.72569e+02 -2.06568e+03 -1.49311e+03  7.64260e+00
  1620    128.890  5.81905e+02 -2.05729e+03 -1.47539e+03  9.31273e+00
  1630    130.750  5.90302e+02 -2.04689e+03 -1.45659e+03  1.12900e+01
  1640    132.577  5.98552e+02 -2.03519e+03 -1.43663e+03  1.34899e+01
  1650    134.577  6.07582e+02 -2.02343e+03 -1.41585e+03  1.57862e+01
  1660    136.945  6.18271e+02 -2.01193e+03 -1.39366e+03  1.81119e+01
  1670    139.854  6.31404e+02 -2.00226e+03 -1.37086e+03  2.03201e+01
  1680    143.494  6.47840e+02 -1.99517e+03 -1.34733e+03  2.23155e+01
  1690    148.000  6.68182e+02 -1.99132e+03 -1.32313e+03  2.40184e+01
  1700    153.318  6.92193e+02 -1.98983e+03 -1.29763e+03  2.54757e+01
  1710    159.202  7.18756e+02 -1.98967e+03 -1.27091e+03  2.67740e+01
  1720    165.365  7.46581e+02 -1.99038e+03 -1.24380e+03  2.79693e+01
  1730    171.630  7.74867e+02 -1.99169e+03 -1.21683e+03  2.90900e+01
  1740    177.908  8.03209e+02 -1.99296e+03 -1.18975e+03  3.01764e+01
  1750    184.049  8.30937e+02 -1.99427e+03 -1.16333e+03  3.12378e+01
  1760    189.658  8.56260e+02 -1.99409e+03 -1.13783e+03  3.24202e+01
  1770    194.073  8.76192e+02 -1.99009e+03 -1.11390e+03  3.39516e+01
  1780    196.691  8.88009e+02 -1.98045e+03 -1.09244e+03  3.60062e+01
  1790    197.429  8.91342e+02 -1.96472e+03 -1.07338e+03  3.85785e+01
  1800    197.030  8.89542e+02 -1.94652e+03 -1.05698e+03  4.12882e+01
  1810    196.671  8.87921e+02 -1.93162e+03 -1.04370e+03  4.35628e+01
  1820    197.082  8.89775e+02 -1.92275e+03 -1.03297e+03  4.50961e+01
  1830    198.195  8.94803e+02 -1.91975e+03 -1.02495e+03  4.58956e+01
  1840    199.433  9.00393e+02 -1.91996e+03 -1.01957e+03  4.62161e+01
  1850    200.101  9.03406e+02 -1.92039e+03 -1.01698e+03  4.63624e+01
  1860    199.662  9.01425e+02 -1.91902e+03 -1.01760e+03  4.65551e+01
  1870    197.948  8.93685e+02 -1.91487e+03 -1.02118e+03  4.68950e+01
  1880    195.180  8.81190e+02 -1.90878e+03 -1.02759e+03  4.73051e+01
  1890    191.796  8.65912e+02 -1.90240e+03 -1.03649e+03  4.76194e+01
  1900    188.204  8.49695e+02 -1.89751e+03 -1.04782e+03  4.76668e+01
  1910    184.672  8.33748e+02 -1.89473e+03 -1.06098e+03  4.73707e+01
  1920    181.427  8.19098e+02 -1.89488e+03 -1.07578e+03  4.66604e+01
  1930    178.681  8.06700e+02 -1.89863e+03 -1.09193e+03  4.54898e+01
  1940    176.277  7.95848e+02 -1.90526e+03 -1.10942e+03  4.39584e+01
  1950    173.690  7.84167e+02 -1.91210e+03 -1.12794e+03  4.23399e+01
  1960    170.651  7.70449e+02 -1.91810e+03 -1.14765e+03  4.07680e+01
  1970    167.394  7.55744e+02 -1.92348e+03 -1.16773e+03  3.92191e+01
  1980    164.177  7.41218e+02 -1.92952e+03 -1.18830e+03  3.75848e+01
  1990    160.991  7.26834e+02 -1.93622e+03 -1.20938e+03  3.58693e+01
  2000    157.801  7.12433e+02 -1.94282e+03 -1.23039e+03  3.41273e+01
  2010    154.751  6.98665e+02 -1.95003e+03 -1.25136e+03  3.23024e+01
  2020    152.038  6.86413e+02 -1.95875e+03 -1.27234e+03  3.03198e+01
  2030    149.644  6.75605e+02 -1.96826e+03 -1.29266e+03  2.82413e+01
  2040    147.351  6.65253e+02 -1.97813e+03 -1.31287e+03  2.61416e+01
  2050    144.973  6.54516e+02 -1.98713e+03 -1.33261e+03  2.41434e+01
  2060    142.429  6.43033e+02 -1.99494e+03 -1.35191e+03  2.22997e+01
  2070    139.678  6.30610e+02 -2.00148e+03 -1.37087e+03  2.06403e+01
  2080    136.792  6.17581e+02 -2.00626e+03 -1.38868e+03  1.91985e+01
  2090    133.971  6.04847e+02 -2.01041e+03 -1.40557e+03  1.78853e+01
  2100    131.342  5.92976e+02 -2.01477e+03 -1.42180e+03  1.66368e+01
  2110    128.856  5.81751e+02 -2.01839e+03 -1.43664e+03  1.55204e+01
  2120    126.450  5.70889e+02 -2.02128e+03 -1.45039e+03  1.45457e+01
  2130    124.214  5.60796e+02 -2.02395e+03 -1.46316e+03  1.36657e+01
  2140    122.320  5.52246e+02 -2.02669e+03 -1.47445e+03  1.28352e+01
  2150    120.824  5.45491e+02 -2.03018e+03 -1.48469e+03  1.20009e+01
  2160    119.634  5.40120e+02 -2.03382e+03 -1.49370e+03  1.12125e+01
  2170    118.600  5.35449e+02 -2.03716e+03 -1.50171e+03  1.05237e+01
  2180    117.587  5.30875e+02 -2.03959e+03 -1.50871e+03  9.99763e+00
  2190    116.541  5.26152e+02 -2.04058e+03 -1.51443e+03  9.67566e+00
  2200    115.558  5.21718e+02 -2.04052e+03 -1.51880e+03  9.51598e+00
  2210    114.849  5.18514e+02 -2.04048e+03 -1.52197e+03  9.41344e+00
  2220    114.564  5.17228e+02 -2.04147e+03 -1.52424e+03  9.27304e+00
  2230    114.698  5.17831e+02 -2.04272e+03 -1.52489e+03  9.13397e+00
  2240    115.136  5.19811e+02 -2.04422e+03 -1.52441e+03  9.00873e+00
  2250    115.804  5.22828e+02 -2.04548e+03 -1.52265e+03  8.94019e+00
  2260    116.733  5.27020e+02 -2.04672e+03 -1.51970e+03  8.91548e+00
  2270    117.963  5.32572e+02 -2.04796e+03 -1.51539e+03  8.93503e+00
  2280    119.441  5.39249e+02 -2.04922e+03 -1.50997e+03  9.01281e+00
  2290    121.033  5.46435e+02 -2.04972e+03 -1.50328e+03  9.22488e+00
  2300    122.608  5.53546e+02 -2.04918e+03 -1.49563e+03  9.60687e+00
  2310    124.149  5.60501e+02 -2.04736e+03 -1.48686e+03  1.01711e+01
  2320    125.779  5.67862e+02 -2.04462e+03 -1.47676e+03  1.08652e+01
  2330    127.720  5.76626e+02 -2.04199e+03 -1.46537e+03  1.15786e+01
  2340    130.172  5.87697e+02 -2.04116e+03 -1.45346e+03  1.21682e+01
  2350    133.184  6.01295e+02 -2.04191e+03 -1.44061e+03  1.26374e+01
  2360    136.608  6.16752e+02 -2.04302e+03 -1.42627e+03  1.30892e+01
  2370    140.162  6.32795e+02 -2.04353e+03 -1.41073e+03  1.36346e+01
  2380    143.541  6.48052e+02 -2.04321e+03 -1.39515e+03  1.43408e+01
  2390    146.520  6.61500e+02 -2.04025e+03 -1.37875e+03  1.53528e+01
  2400    149.031  6.72839e+02 -2.03487e+03 -1.36203e+03  1.66573e+01
  2410    151.192  6.82595e+02 -2.02702e+03 -1.34443e+03  1.82216e+01
  2420    153.252  6.91894e+02 -2.01883e+03 -1.32693e+03  1.98563e+01
  2430    155.481  7.01959e+02 -2.01132e+03 -1.30936e+03  2.14370e+01
  2440    158.031  7.13469e+02 -2.00534e+03 -1.29187e+03  2.28725e+01
  2450    160.892  7.26390e+02 -2.00083e+03 -1.27444e+03  2.41562e+01
  2460    163.985  7.40353e+02 -1.99762e+03 -1.25726e+03  2.53015e+01
  2470    167.219  7.54955e+02 -1.99532e+03 -1.24036e+03  2.63405e+01
  2480    170.412  7.69367e+02 -1.99312e+03 -1.22375e+03  2.73453e+01
  2490    173.223  7.82060e+02 -1.99002e+03 -1.20796e+03  2.84233e+01
  2500    175.286  7.91371e+02 -1.98446e+03 -1.19309e+03  2.97156e+01
  2510    176.454  7.96648e+02 -1.97629e+03 -1.17964e+03  3.12415e+01
  2520    176.940  7.98839e+02 -1.96633e+03 -1.16749e+03  3.29082e+01
  2530    177.035  7.99270e+02 -1.95606e+03 -1.15679e+03  3.45636e+01
  2540    176.883  7.98585e+02 -1.94591e+03 -1.14733e+03  3.61376e+01
  2550    176.615  7.97373e+02 -1.93687e+03 -1.13950e+03  3.75274e+01
  2560    176.361  7.96228e+02 -1.92887e+03 -1.13264e+03  3.86956e+01
  2570    176.151  7.95278e+02 -1.92278e+03 -1.12751e+03  3.95624e+01
  2580    176.053  7.94838e+02 -1.91841e+03 -1.12358e+03  4.01126e+01
  2590    176.243  7.95694e+02 -1.91689e+03 -1.12120e+03  4.02460e+01
  2600    176.619  7.97393e+02 -1.91758e+03 -1.12019e+03  4.00242e+01
  2610    176.817  7.98283e+02 -1.91831e+03 -1.12002e+03  3.96515e+01
  2620    176.688  7.97703e+02 -1.91978e+03 -1.12208e+03  3.91338e+01
  2630    176.402  7.96411e+02 -1.92157e+03 -1.12516e+03  3.85036e+01
  2640    176.227  7.95623e+02 -1.92547e+03 -1.12985e+03  3.76385e+01
  2650    176.187  7.95443e+02 -1.93128e+03 -1.13584e+03  3.65697e+01
  2660    175.894  7.94118e+02 -1.93751e+03 -1.14339e+03  3.54616e+01
  2670    175.001  7.90085e+02 -1.94222e+03 -1.15213e+03  3.44986e+01
  2680    173.512  7.83364e+02 -1.94570e+03 -1.16233e+03  3.36770e+01
  2690    171.563  7.74564e+02 -1.94795e+03 -1.17339e+03  3.29882e+01
  2700    169.148  7.63663e+02 -1.94887e+03 -1.18520e+03  3.24476e+01
  2710    166.116  7.49973e+02 -1.94805e+03 -1.19808e+03  3.21040e+01
  2720    162.380  7.33106e+02 -1.94439e+03 -1.21129e+03  3.20407e+01
  2730    158.102  7.13790e+02 -1.93856e+03 -1.22477e+03  3.21872e+01
  2740    153.703  6.93930e+02 -1.93215e+03 -1.23822e+03  3.23717e+01
  2750    149.699  6.75853e+02 -1.92758e+03 -1.25173e+03  3.23512e+01
  2760    146.457  6.61216e+02 -1.92615e+03 -1.26493e+03  3.19730e+01
  2770    144.017  6.50200e+02 -1.92791e+03 -1.27771e+03  3.12171e+01
  2780    142.173  6.41878e+02 -1.93160e+03 -1.28972e+03  3.01924e+01
  2790    140.765  6.35517e+02 -1.93686e+03 -1.30134e+03  2.89572e+01
  2800    139.736  6.30872e+02 -1.94351e+03 -1.31264e+03  2.75490e+01
  2810    139.003  6.27566e+02 -1.95084e+03 -1.32328e+03  2.60446e+01
  2820    138.516  6.25364e+02 -1.95887e+03 -1.33350e+03  2.44715e+01
  2830    138.334  6.24544e+02 -1.96770e+03 -1.34316e+03  2.28339e+01
  2840    138.477  6.25189e+02 -1.97723e+03 -1.35204e+03  2.11549e+01
  2850    138.741  6.26379e+02 -1.98720e+03 -1.36082e+03  1.94967e+01
  2860    138.819  6.26735e+02 -1.99592e+03 -1.36919e+03  1.80210e+01
  2870    138.563  6.25576e+02 -2.00243e+03 -1.37686e+03  1.68236e+01
  2880    137.992  6.23000e+02 -2.00716e+03 -1.38416e+03  1.58830e+01
  2890    137.173  6.19304e+02 -2.01051e+03 -1.39121e+03  1.51682e+01
  2900    136.124  6.14568e+02 -2.01168e+03 -1.39711e+03  1.47239e+01
  2910    134.824  6.08697e+02 -2.01143e+03 -1.40273e+03  1.44966e+01
  2920    133.316  6.01891e+02 -2.00963e+03 -1.40774e+03  1.44735e+01
  2930    131.810  5.95090e+02 -2.00680e+03 -1.41171e+03  1.45738e+01
  2940    130.659  5.89893e+02 -2.00521e+03 -1.41532e+03  1.45879e+01
  2950    130.187  5.87761e+02 -2.00579e+03 -1.41803e+03  1.43991e+01
  2960    130.445  5.88927e+02 -2.00878e+03 -1.41985e+03  1.39824e+01
  2970    131.133  5.92032e+02 -2.01289e+03 -1.42085e+03  1.34717e+01
  2980    131.792  5.95008e+02 -2.01623e+03 -1.42123e+03  1.30655e+01
  2990    132.116  5.96472e+02 -2.01702e+03 -1.42055e+03  1.29355e+01
  3000    132.152  5.96635e+02 -2.01611e+03 -1.41947e+03  1.30311e+01
  3010    132.249  5.97073e+02 -2.01458e+03 -1.41750e+03  1.32391e+01
  3020    132.734  5.99261e+02 -2.01452e+03 -1.41526e+03  1.33869e+01
  3030    133.553  6.02958e+02 -2.01502e+03 -1.41206e+03  1.35428e+01
  3040    134.296  6.06313e+02 -2.01453e+03 -1.40822e+03  1.38634e+01
  3050    134.572  6.07558e+02 -2.01101e+03 -1.40346e+03  1.45255e+01
  3060    134.338  6.06503e+02 -2.00452e+03 -1.39802e+03  1.55154e+01
  3070    133.961  6.04801e+02 -1.99690e+03 -1.39210e+03  1.66385e+01
  3080    134.049  6.05198e+02 -1.99094e+03 -1.38574e+03  1.76072e+01
  3090    135.129  6.10076e+02 -1.98864e+03 -1.37856e+03  1.82044e+01
  3100    137.357  6.20134e+02 -1.99060e+03 -1.37046e+03  1.83756e+01
  3110    140.413  6.33929e+02 -1.99571e+03 -1.36178e+03  1.82596e+01
  3120    143.657  6.48577e+02 -2.00149e+03 -1.35291e+03  1.81373e+01
  3130    146.429  6.61091e+02 -2.00432e+03 -1.34323e+03  1.83599e+01
  3140    148.283  6.69460e+02 -2.00271e+03 -1.33325e+03  1.91045e+01
  3150    149.085  6.73084e+02 -1.99635e+03 -1.32327e+03  2.04066e+01
  3160    149.033  6.72847e+02 -1.98590e+03 -1.31305e+03  2.21754e+01
  3170    148.619  6.70978e+02 -1.97375e+03 -1.30277e+03  2.41506e+01
  3180    148.455  6.70240e+02 -1.96236e+03 -1.29212e+03  2.60446e+01
  3190    148.962  6.72527e+02 -1.95401e+03 -1.28148e+03  2.76113e+01
  3200    150.298  6.78557e+02 -1.94958e+03 -1.27102e+03  2.87377e+01
  3210    152.509  6.88541e+02 -1.94880e+03 -1.26026e+03  2.94097e+01
  3220    155.605  7.02516e+02 -1.95194e+03 -1.24943e+03  2.96043e+01
  3230    159.386  7.19587e+02 -1.95820e+03 -1.23862e+03  2.94087e+01
  3240    163.234  7.36963e+02 -1.96518e+03 -1.22821e+03  2.90781e+01
  3250    166.426  7.51374e+02 -1.96950e+03 -1.21812e+03  2.89418e+01
  3260    168.719  7.61726e+02 -1.97047e+03 -1.20874e+03  2.90898e+01
  3270    170.426  7.69429e+02 -1.96967e+03 -1.20024e+03  2.93818e+01
  3280    171.973  7.76414e+02 -1.96893e+03 -1.19252e+03  2.96407e+01
  3290    173.466  7.83156e+02 -1.96928e+03 -1.18613e+03  2.97834e+01
  3300    174.712  7.88784e+02 -1.96957e+03 -1.18078e+03  2.99036e+01
  3310    175.549  7.92559e+02 -1.96900e+03 -1.17644e+03  3.00676e+01
  3320    176.046  7.94806e+02 -1.96843e+03 -1.17362e+03  3.02079e+01
  3330    176.386  7.96341e+02 -1.96881e+03 -1.17247e+03  3.02362e+01
